Study.ID	Cross.ID	Env.ID	Usable	File	Source	Study.name	Genus	spL.name	spS.name	species.pair	taxa	sex.det	hetero.males	trait.type	trait	Parents.spLF.spL	Parents.sp.spL	Parents.spLF.hybLS	Parents.sp.hybSL	Parents.spSF.hybSL	Parents.sp.hybLS	Parents.spSF.spS	Parents.sp.spS	lnL.lnS	divergence	Mn.spL	SD.spL	SE.spL	Mn.hybLS	SD.hybLS	SE.hybLS	Mn.hybSL	SD.hybSL	SE.hybSL	Mn.spS	SD.spS	SE.spS	N.spL	N.hybLS	N.hybSL	N.spS	reps.spL	reps.hybLS	reps.hybSL	reps.spS	Bottleneck.spLF	Bottleneck.sp	Bottleneck.spSF	Bottleneck.sp.1	Survival.spL	Survival.hybLS	Survival.hybSL	Survival.spS	surv.relat.hybLS	surv.relat.hybSL	surv.File	surv.Source	surv.Study.name	comments	parentals	ES.ID	sex	lnCVR.es.LS.L	lnCVR.es.SL.L	lnCVR.es.LS.S	lnCVR.es.SL.S	lnCVR.sv.corT.LS.L	lnCVR.sv.corT.SL.L	lnCVR.sv.corT.LS.S	lnCVR.sv.corT.SL.S	lnCVR.sv.corF.LS.L	lnCVR.sv.corF.SL.L	lnCVR.sv.corF.LS.S	lnCVR.sv.corF.SL.S
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	Complex 2_peakfrequend	NA	NA	NA	NA	NA	NA	NA	NA	-0.272430276919622	-0.115276863720744	74352.40275	5053.63173352705	NA	73462.5	18685.2966928545	NA	NA	NA	NA	70818.2011666667	7761.64499762865	NA	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES138	male	1.65300405202702	NA	1.24188361986328	NA	0.42764674511577	NA	0.359906187719365	NA	0.434963033579587	NA	0.370362571322487	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	Complex 2_peakamplend	NA	NA	NA	NA	NA	NA	NA	NA	-0.21837505149473	-0.115276863720744	-27.6895	2.71397488320483	NA	-27.6505	3.111976944002	NA	NA	NA	NA	-31.9293333333333	4.51248409046133	NA	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES139	male	NA	NA	NA	NA	0.528020136539896	NA	0.464952244173164	NA	0.53762905291665	NA	0.476578866080044	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	Complex 2_minfreqend	NA	NA	NA	NA	NA	NA	NA	NA	-0.270458735623748	-0.115276863720744	72380.22725	5077.62055821789	NA	71778.125	18353.8403891733	NA	NA	NA	NA	68704.39	7683.04402875269	NA	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES140	male	1.62668280755641	NA	1.22705634588557	NA	0.425900492010165	NA	0.358462672142148	NA	0.433426549293728	NA	0.369098697088342	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	Complex 2_maxfrequend	NA	NA	NA	NA	NA	NA	NA	NA	-0.27050682014398	-0.115276863720744	77172.77075	5578.88770454125	NA	76237.5	19498.469491219	NA	NA	NA	NA	73259.6543333333	7707.3985466567	NA	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES141	male	1.59687310447246	NA	1.28831182846813	NA	0.425092536764024	NA	0.359842197792616	NA	0.432819392763322	NA	0.369979468361976	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	Complex 2_bandwend	NA	NA	NA	NA	NA	NA	NA	NA	-0.273691530149529	-0.115276863720744	4737.12125	658.362419241045	NA	4400	1131.37084989848	NA	NA	NA	NA	4521.83383333333	641.038901793146	NA	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES142	male	0.94858816152327	NA	0.995408259622816	NA	0.401341407753753	NA	0.351202675346659	NA	0.415327589897417	NA	0.364108421886653	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_musculus	Mus_musculus_domesticus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	Complex 2_entropyend	NA	NA	NA	NA	NA	NA	NA	NA	-0.299354111637055	-0.115276863720744	0.209166666666667	0.0126398839657121	NA	NA	NA	NA	0.203	0.0367695526217004	NA	0.20875	0.0171925371406705	NA	6	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES143	male	NA	1.49773832284876	NA	1.12145944383115	NA	0.426915707206108	NA	0.475790359005973	NA	0.433740688110753	NA	0.490155741488537
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	Complex 2_peakfrequcentre	NA	NA	NA	NA	NA	NA	NA	NA	-0.114798242996283	-0.115276863720744	85535.69275	9125.85774953417	NA	62084.375	37454.5623159749	NA	NA	NA	NA	61978.2051666667	9275.54600271917	NA	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES144	male	2.06578936598936	NA	1.79403549845622	NA	0.226608058913206	NA	0.162421317651803	NA	0.238848080362826	NA	0.178905580769762	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	Complex 2_peakamplcentre	NA	NA	NA	NA	NA	NA	NA	NA	-0.208596679584405	-0.115276863720744	-26.802	3.43067194584384	NA	-52.0335	36.1564910424117	NA	NA	NA	NA	-31.4346666666667	8.64235018190461	NA	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES145	male	NA	NA	NA	NA	0.190424169808466	NA	0.110400200655567	NA	0.205001884638663	NA	0.137119821343496	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	Complex 2_minfreqcenter	NA	NA	NA	NA	NA	NA	NA	NA	-0.142565265713895	-0.115276863720744	80507.197	8382.73883959728	NA	69421.875	21244.1393572733	NA	NA	NA	NA	61213.2866666667	9007.74500857463	NA	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES146	male	1.4113842686948	NA	1.13215854737735	NA	0.379508683896181	NA	0.316410138987876	NA	0.390407073904245	NA	0.330143496461613	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	Complex 2_maxfreqcenter	NA	NA	NA	NA	NA	NA	NA	NA	-0.161823088706624	-0.115276863720744	90638.4525	8209.64447164254	NA	95231.25	2713.52227280338	NA	NA	NA	NA	71257.7506666667	7370.4746510776	NA	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES147	male	-0.823158362951078	NA	-0.88923913434187	NA	0.605874969227057	NA	0.548591240161743	NA	0.614474959840371	NA	0.556636149737567	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	Complex 2_bandwcentre	NA	NA	NA	NA	NA	NA	NA	NA	-0.295737726152807	-0.115276863720744	10071.6775	4429.05185297188	NA	25728.125	23931.1451257822	NA	NA	NA	NA	9988.753	6829.43441233837	NA	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES148	male	1.08247108004437	NA	0.707813901628071	NA	0.0755972061016811	NA	0.0359488289898074	NA	0.120283383628779	NA	0.0955200368767767	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	Complex 2_entropycentre	NA	NA	NA	NA	NA	NA	NA	NA	-0.257800111812077	-0.115276863720744	0.22525	0.0343256463886699	NA	0.1705	0.0912167747730646	NA	NA	NA	NA	0.209166666666667	0.0341433253604078	NA	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES149	male	1.58915496427798	NA	1.58706778342904	NA	0.238649593745859	NA	0.187165821837609	NA	0.254922446890815	NA	0.204085278115616	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	Complex 2_peakfrequmax	NA	NA	NA	NA	NA	NA	NA	NA	-0.202517200855041	-0.115276863720744	80739.4265	5303.47423930304	NA	82650	3676.95526217005	NA	NA	NA	NA	68118.2983333333	9187.5342106378	NA	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES150	male	-0.0563315659239216	NA	-0.709131502042708	NA	0.599851170899533	NA	0.527011270581528	NA	0.606176190199469	NA	0.537564889469359	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	Complex 2_peakamplmax	NA	NA	NA	NA	NA	NA	NA	NA	-0.100221479352206	-0.115276863720744	-13.76725	4.34043718036174	NA	-13.763	2.12556298424677	NA	NA	NA	NA	-19.4866666666667	9.01096842002383	NA	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES151	male	NA	NA	NA	NA	0.429904932316708	NA	0.381679113191186	NA	0.460044110529189	NA	0.417878242059438	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	Complex 2_minfreqmax	NA	NA	NA	NA	NA	NA	NA	NA	-0.198042845630811	-0.115276863720744	79202.79225	5361.13424131439	NA	81371.875	2930.07372454176	NA	NA	NA	NA	66305.2156666667	9378.63079479556	NA	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES152	male	-0.297832790328985	NA	-0.968167332550918	NA	0.606978856083836	NA	0.533559011702825	NA	0.613460261721942	NA	0.544534965283579	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	Complex 2_maxfrequmax	NA	NA	NA	NA	NA	NA	NA	NA	-0.214219629842826	-0.115276863720744	84045.20575	4837.58065042595	NA	85321.875	3707.89118384696	NA	NA	NA	NA	72361.4995	9750.2056443413	NA	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES153	male	0.0523058524710893	NA	-0.731581561925534	NA	0.603756245632592	NA	0.527994009865284	NA	0.609315270897666	NA	0.538528706283513	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_musculus	Mus_musculus_domesticus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	Complex 2_bandwmax	NA	NA	NA	NA	NA	NA	NA	NA	-0.171426247979975	-0.115276863720744	6007.61466666667	2379.1891824199	NA	NA	NA	NA	3918.75	733.623285481043	NA	4802.381	1332.03164810926	NA	6	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES154	male	NA	-0.349264316841357	NA	-0.0597925043082268	NA	0.363965301233525	NA	0.411062667385172	NA	0.390823253498667	NA	0.448997735170578
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_musculus	Mus_musculus_domesticus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	Complex 2_entropymax	NA	NA	NA	NA	NA	NA	NA	NA	-0.273552549520189	-0.115276863720744	0.204333333333333	0.0116390148494908	NA	NA	NA	NA	0.1925	0.0162634559672906	NA	0.195	0.0107393357957247	NA	6	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES155	male	NA	0.794214315391354	NA	0.761244120623609	NA	0.508263078256917	NA	0.56690253653003	NA	0.513154803404077	NA	0.575603601161759
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	Complex 2_FAC1_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.115276863720744	0.173952763662633	1.19643895591624	NA	0.52753726751545	2.18127349455321	NA	NA	NA	NA	-0.620541850210728	0.947871152037054	NA	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES156	male	-0.175543119821449	NA	NA	NA	14.3345814105104	NA	5.13954093471321	NA	14.9949296791658	NA	5.29035588263538	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	Complex 2_FAC2_1	NA	NA	NA	NA	NA	NA	NA	NA	0.52928837750955	-0.115276863720744	1.90984863759825	1.80185506462209	NA	0.438926993660947	1.07626639748604	NA	NA	NA	NA	0.452733561976195	1.26035552844578	NA	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES157	male	1.28846079285224	NA	0.273074857057038	NA	1.15456320468199	NA	1.8191449804779	NA	1.2521242624869	NA	2.05019349627132	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	Complex 2_FAC1_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.115276863720744	0.590473907215054	0.549468153522613	NA	-0.0979324322810195	0.638627919059629	NA	NA	NA	NA	-0.374803789946293	1.1443451529231	NA	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES158	male	NA	NA	NA	NA	15.4788578619115	NA	16.318872660885	NA	15.5902788463928	NA	16.6052973639264	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_musculus	Mus_musculus_domesticus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	Complex 2_FAC1_3	NA	NA	NA	NA	NA	NA	NA	NA	0.245479947191707	-0.115276863720744	3.86180168097115	3.47801527653677	NA	NA	NA	NA	1.31292920041217	0.313436287831305	NA	1.49779336756209	0.994128184533127	NA	6	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES159	male	NA	-0.927747816984805	NA	-0.68920444764264	NA	0.30831031776221	NA	0.309312780934708	NA	0.366046404780638	NA	0.394920199654735
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_musculus	Mus_musculus_domesticus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	Complex 2_FAC1_4	NA	NA	NA	NA	NA	NA	NA	NA	-0.224675329955388	-0.115276863720744	0.55596592608489	0.647694442625577	NA	NA	NA	NA	-0.673017371172765	2.72970527287205	NA	0.487438691998915	1.15387388432275	NA	6	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES160	male	NA	NA	NA	NA	NA	4.84169658482168	NA	5.40562985858083	NA	4.98335173423271	NA	5.79011290624563
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_musculus	Mus_musculus_domesticus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	U Shaped Inverted_meanduration	NA	NA	NA	NA	NA	NA	NA	NA	0.019827158547467	-0.115276863720744	0.0431428571428571	0.0216597058415588	NA	NA	NA	NA	0.033	NA	NA	0.02475	0.0116153633893506	NA	7	NA	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES161	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	U Shaped Inverted_peakfrequstart	NA	NA	NA	NA	NA	NA	NA	NA	-0.107938189700477	-0.115276863720744	76228.5715	13271.3152368197	NA	75540	NA	NA	NA	NA	NA	54580.9524285714	7151.32356070127	NA	4	1	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES162	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_musculus	Mus_musculus_domesticus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	U Shaped Inverted_peakamplstart	NA	NA	NA	NA	NA	NA	NA	NA	-0.235835923335296	-0.115276863720744	-31.7792857142857	4.58343698237782	NA	NA	NA	NA	-28.568	NA	NA	-35.552	2.45342196397875	NA	7	NA	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES163	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	U Shaped Inverted_minfreqstart	NA	NA	NA	NA	NA	NA	NA	NA	-0.108497709741657	-0.115276863720744	74332.14275	12615.6156918626	NA	74460	NA	NA	NA	NA	NA	53274.7618571429	6927.03604147885	NA	4	1	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES164	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	U Shaped Inverted_maxfrequstart	NA	NA	NA	NA	NA	NA	NA	NA	-0.118183839292563	-0.115276863720744	78808.33325	12749.5641587816	NA	78860	NA	NA	NA	NA	NA	57440.0001428571	7073.59712577534	NA	4	1	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES165	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	U Shaped Inverted_bandwstart	NA	NA	NA	NA	NA	NA	NA	NA	-0.259642444848914	-0.115276863720744	4411.905	626.264255053722	NA	4340	NA	NA	NA	NA	NA	4110	600.311676764108	NA	4	1	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES166	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	U Shaped Inverted_entropystart	NA	NA	NA	NA	NA	NA	NA	NA	-0.274826061428968	-0.115276863720744	0.2115	0.0157585955380971	NA	0.221	NA	NA	NA	NA	NA	0.202285714285714	0.0233503339427527	NA	4	1	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES167	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	U Shaped Inverted_peakfrequend	NA	NA	NA	NA	NA	NA	NA	NA	-0.155775657180074	-0.115276863720744	75334.524	11042.2134460537	NA	79060	NA	NA	NA	NA	NA	58608.0951428571	6273.46980490612	NA	4	1	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES168	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	U Shaped Inverted_peakamplend	NA	NA	NA	NA	NA	NA	NA	NA	-0.295315800265386	-0.115276863720744	-30.831	6.89961820199735	NA	-27.814	NA	NA	NA	NA	NA	-31.1097142857143	6.02243186523754	NA	4	1	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES169	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	U Shaped Inverted_minfreqend	NA	NA	NA	NA	NA	NA	NA	NA	-0.15356652797252	-0.115276863720744	74025	11169.4150846557	NA	78160	NA	NA	NA	NA	NA	57369.0475714286	6615.94796680503	NA	4	1	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES170	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
s19	musculus.1	NA	y	Musolf_2015.PLOS1	S2	Musolf et al_2015	Mus	Mus_musculus_domesticus	Mus_musculus_musculus	Mus_musculus_domesticus_Mus_musculus_musculus	Mammal	XY	0.31197122273624	0.31197122273624	U Shaped Inverted_maxfrequend	NA	NA	NA	NA	NA	NA	NA	NA	-0.166752844386304	-0.115276863720744	77971.4285	11022.6693431479	NA	82940	NA	NA	NA	NA	NA	61825.7142857143	6094.17489608078	NA	4	1	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N of indv_genetic distance_first 20 sequences were used_respectively	NA	ES171	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
