Study.ID,Cross.ID,File,Source,Study.name,Genus,spL.name,spS.name,species.pair,Female.pref,homologous,trait.type,trait,Mn.spL,SD.spL,SE.spL,Mn.hybLS,SD.hybLS,SE.hybLS,Mn.hybSL,SD.hybSL,SE.hybSL,Mn.spS,SD.spS,SE.spS,Parents.spLF.spL,Parents.spLM.spL,Parents.spLF.hybLS,Parents.spLM.hybSL,Parents.spSF.hybSL,Parents.spSM.hybLS,Parents.spSF.spS,Parents.spSM.spS,N.spL,N.hybLS,N.hybSL,N.spS,reps.spL,reps.hybLS,reps.hybSL,reps.spS,Bottleneck.spLF,Bottleneck.spLM,Bottleneck.spSF,Bottleneck.spSM,pheno.div.diff,pheno.div.ratio,reciprocal,distribution,source_distribution,taxa,souce_sex.determinaton,sex.determination,hetero.sex,divergence.cytb,divergence.COI,Survival.spL,Survival.hybLS,Survival.hybSL,Survival.spS,surv.relat.hybLS,surv.relat.hybSL,surv.File,surv.Source,surv.Study.name,comments,parentals,sq.divergence.COI,ES.ID
s15,Chorthippus_biguttulus_Chorthippus_brunneus,Gottsberger.InsectSong.2007,table1,Gottsberger&Mayer_2007,Chorthippus,Chorthippus_brunneus,Chorthippus_biguttulus,Chorthippus_biguttulus_Chorthippus_brunneus,NA,Yes,sound,Number of phrases,7.8,2.4,NA,5.9,1.6,NA,4.7,1.7,NA,3.2,0.9,NA,NA,NA,3,3,6,6,NA,NA,22,18,19,35,NA,NA,NA,NA,NA,NA,NA,NA,-0.637359751646849,0.687517180724727,Viable,Overlap,original study,Orthoptera,Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. "Sex and neo-sex chromosomes in Orthoptera: a review." Journal of Orthoptera Research (2010): 213-231.,X0/XY,Male,-2.15490195998574,-0.0710923097560473,0.352941176470588,0.723684210526316,0.5,0.593220338983051,0.425089014858093,0.0553419893520076,Perdeck_1958_Grasshopper,table7,NA,NA,wild but caught in juvenile stage,1.44119580327315,ES083
s15,Chorthippus_biguttulus_Chorthippus_brunneus,Gottsberger.InsectSong.2007,table1,Gottsberger&Mayer_2007,Chorthippus,Chorthippus_biguttulus,Chorthippus_brunneus,Chorthippus_biguttulus_Chorthippus_brunneus,NA,Yes,sound,Syllables per phrase,32.5,6.9,NA,3.4,1.8,NA,2,0.7,NA,5.3,1,NA,NA,NA,6,6,3,3,NA,NA,35,19,18,22,NA,NA,NA,NA,NA,NA,NA,NA,-0.633997053184863,2.10850811411735,Viable,Overlap,original study,Orthoptera,Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. "Sex and neo-sex chromosomes in Orthoptera: a review." Journal of Orthoptera Research (2010): 213-231.,X0/XY,Male,-2.15490195998574,-0.0710923097560473,0.593220338983051,0.5,0.723684210526316,0.352941176470588,0.0553419893520076,0.425089014858093,Perdeck_1958_Grasshopper,table7,NA,NA,wild but caught in juvenile stage,1.44119580327315,ES084
s15,Chorthippus_biguttulus_Chorthippus_brunneus,Gottsberger.InsectSong.2007,table1,Gottsberger&Mayer_2007,Chorthippus,Chorthippus_biguttulus,Chorthippus_brunneus,Chorthippus_biguttulus_Chorthippus_brunneus,NA,Yes,sound,Pulses per syllable,6.2,0.5,NA,20.2,16.9,NA,32,10.5,NA,3.1,0.1,NA,NA,NA,6,6,3,3,NA,NA,35,19,18,22,NA,NA,NA,NA,NA,NA,NA,NA,-0.637582939597865,0.38281235656748,Viable,Overlap,original study,Orthoptera,Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. "Sex and neo-sex chromosomes in Orthoptera: a review." Journal of Orthoptera Research (2010): 213-231.,X0/XY,Male,-2.15490195998574,-0.0710923097560473,0.593220338983051,0.5,0.723684210526316,0.352941176470588,0.0553419893520076,0.425089014858093,Perdeck_1958_Grasshopper,table7,NA,NA,wild but caught in juvenile stage,1.44119580327315,ES085
s15,Chorthippus_biguttulus_Chorthippus_brunneus,Gottsberger.InsectSong.2007,table1,Gottsberger&Mayer_2007,Chorthippus,Chorthippus_brunneus,Chorthippus_biguttulus,Chorthippus_biguttulus_Chorthippus_brunneus,NA,Yes,sound,Syllable period,29.6,4.5,NA,257.7,106.8,NA,193.8,156.7,NA,60.1,7,NA,NA,NA,3,3,6,6,NA,NA,22,18,19,35,NA,NA,NA,NA,NA,NA,NA,NA,-0.633506039692626,0.406052394060396,Viable,Overlap,original study,Orthoptera,Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. "Sex and neo-sex chromosomes in Orthoptera: a review." Journal of Orthoptera Research (2010): 213-231.,X0/XY,Male,-2.15490195998574,-0.0710923097560473,0.352941176470588,0.723684210526316,0.5,0.593220338983051,0.425089014858093,0.0553419893520076,Perdeck_1958_Grasshopper,table7,NA,NA,wild but caught in juvenile stage,1.44119580327315,ES086
s15,Chorthippus_biguttulus_Chorthippus_brunneus,Gottsberger.InsectSong.2007,table1,Gottsberger&Mayer_2007,Chorthippus,Chorthippus_brunneus,Chorthippus_biguttulus,Chorthippus_biguttulus_Chorthippus_brunneus,NA,Yes,sound,Pulse period ,8.8,1.4,NA,8,0.5,NA,7.9,0.4,NA,8.6,1.2,NA,NA,NA,3,3,6,6,NA,NA,22,18,19,35,NA,NA,NA,NA,NA,NA,NA,NA,-0.638014436303165,-0.649410594916355,Viable,Overlap,original study,Orthoptera,Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. "Sex and neo-sex chromosomes in Orthoptera: a review." Journal of Orthoptera Research (2010): 213-231.,X0/XY,Male,-2.15490195998574,-0.0710923097560473,0.352941176470588,0.723684210526316,0.5,0.593220338983051,0.425089014858093,0.0553419893520076,Perdeck_1958_Grasshopper,table7,NA,NA,wild but caught in juvenile stage,1.44119580327315,ES087
s15,Chorthippus_biguttulus_Chorthippus_brunneus,Gottsberger.InsectSong.2007,table1,Gottsberger&Mayer_2007,Chorthippus,Chorthippus_biguttulus,Chorthippus_brunneus,Chorthippus_biguttulus_Chorthippus_brunneus,NA,Yes,sound,Phase-shift in,85.9,15.2,NA,159.6,28,NA,165,24.4,NA,131.9,15.6,NA,NA,NA,6,6,3,3,NA,NA,35,19,18,22,NA,NA,NA,NA,NA,NA,NA,NA,-0.631199764198787,-0.0242605916673471,Viable,Overlap,original study,Orthoptera,Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. "Sex and neo-sex chromosomes in Orthoptera: a review." Journal of Orthoptera Research (2010): 213-231.,X0/XY,Male,-2.15490195998574,-0.0710923097560473,0.593220338983051,0.5,0.723684210526316,0.352941176470588,0.0553419893520076,0.425089014858093,Perdeck_1958_Grasshopper,table7,NA,NA,wild but caught in juvenile stage,1.44119580327315,ES088
s16,Teleogryllus_commodus_Teleogryllus_oceanicus,Bentrey&Hoy_1972_AnimBehav,table1,Bentrey&Hoy_1972,Teleogryllus,Teleogryllus_commodus,Teleogryllus_oceanicus,Teleogryllus_commodus_Teleogryllus_oceanicus,NA,Yes,sound,Intra-chirp interval,52.1,6.8,NA,60.4,6.1,NA,57.5,6.5,NA,66.8,6.7,NA,12,12,12,12,12,12,12,12,5,10,10,5,489,807,712,290,NA,NA,NA,NA,-0.635856952776669,-0.302005098157209,Viable,Overlap,The Australian crickets (Orthoptera: Gryllidae),Orthoptera,Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. "Sex and neo-sex chromosomes in Orthoptera: a review." Journal of Orthoptera Research (2010): 213-231.,X0,Male,-0.910094888560602,0.118264726089479,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_N of songs. N of parental pairs: 12,NA,1.97835057802087,ES089
s16,Teleogryllus_commodus_Teleogryllus_oceanicus,Bentrey&Hoy_1972_AnimBehav,table1,Bentrey&Hoy_1972,Teleogryllus,Teleogryllus_commodus,Teleogryllus_oceanicus,Teleogryllus_commodus_Teleogryllus_oceanicus,NA,Yes,sound,Intra-trill interval,31.7,3.5,NA,36.7,5,NA,33,3.8,NA,41,1.8,NA,12,12,12,12,12,12,12,12,5,10,10,5,1840,2450,2833,740,NA,NA,NA,NA,-0.63666042940033,-0.288578183570616,Viable,Overlap,The Australian crickets (Orthoptera: Gryllidae),Orthoptera,Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. "Sex and neo-sex chromosomes in Orthoptera: a review." Journal of Orthoptera Research (2010): 213-231.,X0,Male,-0.910094888560602,0.118264726089479,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_N of songs. N of parental pairs: 12,NA,1.97835057802087,ES090
s16,Teleogryllus_commodus_Teleogryllus_oceanicus,Bentrey&Hoy_1972_AnimBehav,table1,Bentrey&Hoy_1972,Teleogryllus,Teleogryllus_commodus,Teleogryllus_oceanicus,Teleogryllus_commodus_Teleogryllus_oceanicus,NA,Yes,sound,Inter-trill interval,160.9,50.6,NA,154,38.8,NA,136.9,23.6,NA,122.8,14.1,NA,12,12,12,12,12,12,12,12,5,10,10,5,119,693,857,813,NA,NA,NA,NA,-0.632375220740808,-0.268599892010632,Viable,Overlap,The Australian crickets (Orthoptera: Gryllidae),Orthoptera,Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. "Sex and neo-sex chromosomes in Orthoptera: a review." Journal of Orthoptera Research (2010): 213-231.,X0,Male,-0.910094888560602,0.118264726089479,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_N of songs. N of parental pairs: 12,NA,1.97835057802087,ES091
s16,Teleogryllus_commodus_Teleogryllus_oceanicus,Bentrey&Hoy_1972_AnimBehav,table1,Bentrey&Hoy_1972,Teleogryllus,Teleogryllus_oceanicus,Teleogryllus_commodus,Teleogryllus_commodus_Teleogryllus_oceanicus,NA,Yes,sound,No. of A-pulses per chirp,4.8,0.9,NA,4.2,0.6,NA,4.9,0.7,NA,5.9,0.9,NA,12,12,12,12,12,12,12,12,5,10,10,5,100,100,100,100,NA,NA,NA,NA,-0.637880523532555,-0.367007058928878,Viable,Overlap,The Australian crickets (Orthoptera: Gryllidae),Orthoptera,Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. "Sex and neo-sex chromosomes in Orthoptera: a review." Journal of Orthoptera Research (2010): 213-231.,X0,Male,-0.910094888560602,0.118264726089479,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_N of songs. N of parental pairs: 12,NA,1.97835057802087,ES092
s16,Teleogryllus_commodus_Teleogryllus_oceanicus,Bentrey&Hoy_1972_AnimBehav,table1,Bentrey&Hoy_1972,Teleogryllus,Teleogryllus_commodus,Teleogryllus_oceanicus,Teleogryllus_commodus_Teleogryllus_oceanicus,NA,Yes,sound,No. of B-pulses per trill,10.7,5.3,NA,4.9,2,NA,4.5,1.5,NA,2,0.1,NA,12,12,12,12,12,12,12,12,5,10,10,5,147,200,194,250,NA,NA,NA,NA,-0.636749704580736,1.89835890714231,Viable,Overlap,The Australian crickets (Orthoptera: Gryllidae),Orthoptera,Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. "Sex and neo-sex chromosomes in Orthoptera: a review." Journal of Orthoptera Research (2010): 213-231.,X0,Male,-0.910094888560602,0.118264726089479,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_N of songs. N of parental pairs: 12,NA,1.97835057802087,ES093
s16,Teleogryllus_commodus_Teleogryllus_oceanicus,Bentrey&Hoy_1972_AnimBehav,table1,Bentrey&Hoy_1972,Teleogryllus,Teleogryllus_commodus,Teleogryllus_oceanicus,Teleogryllus_commodus_Teleogryllus_oceanicus,NA,Yes,sound,No. of B-pulses per phrase,21.5,10.4,NA,19.4,4.7,NA,18.4,4.9,NA,20.9,3,NA,12,12,12,12,12,12,12,12,5,10,10,5,34,37,28,38,NA,NA,NA,NA,-0.637954919516227,-0.641225209115121,Viable,Overlap,The Australian crickets (Orthoptera: Gryllidae),Orthoptera,Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. "Sex and neo-sex chromosomes in Orthoptera: a review." Journal of Orthoptera Research (2010): 213-231.,X0,Male,-0.910094888560602,0.118264726089479,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_N of songs. N of parental pairs: 12,NA,1.97835057802087,ES094
s16,Teleogryllus_commodus_Teleogryllus_oceanicus,Bentrey&Hoy_1972_AnimBehav,table1,Bentrey&Hoy_1972,Teleogryllus,Teleogryllus_commodus,Teleogryllus_oceanicus,Teleogryllus_commodus_Teleogryllus_oceanicus,NA,Yes,sound,No. of trills per phrase,2.3,1.2,NA,4.8,1.2,NA,4.2,1,NA,9.4,2.3,NA,12,12,12,12,12,12,12,12,5,10,10,5,100,100,100,100,NA,NA,NA,NA,-0.636987771728488,1.48357068347841,Viable,Overlap,The Australian crickets (Orthoptera: Gryllidae),Orthoptera,Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. "Sex and neo-sex chromosomes in Orthoptera: a review." Journal of Orthoptera Research (2010): 213-231.,X0,Male,-0.910094888560602,0.118264726089479,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_N of songs. N of parental pairs: 12,NA,1.97835057802087,ES095
s16,Teleogryllus_commodus_Teleogryllus_oceanicus,Bentrey&Hoy_1972_AnimBehav,table1,Bentrey&Hoy_1972,Teleogryllus,Teleogryllus_commodus,Teleogryllus_oceanicus,Teleogryllus_commodus_Teleogryllus_oceanicus,NA,Yes,sound,Phrase repetition rate,41.7,18.1,NA,33,7,NA,37.5,5.3,NA,28.5,2.4,NA,12,12,12,12,12,12,12,12,5,10,10,5,102,70,105,77,NA,NA,NA,NA,-0.636080140727686,-0.0985988771290853,Viable,Overlap,The Australian crickets (Orthoptera: Gryllidae),Orthoptera,Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. "Sex and neo-sex chromosomes in Orthoptera: a review." Journal of Orthoptera Research (2010): 213-231.,X0,Male,-0.910094888560602,0.118264726089479,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_N of songs. N of parental pairs: 12,NA,1.97835057802087,ES096
s16,Gryllus_armatus_Gryllus_rubens,Bentrey&Hoy_1972_AnimBehav,table2,Bentrey&Hoy_1972,Gryllus,Gryllus_rubens,Gryllus_armatus,Gryllus_armatus_Gryllus_rubens,NA,Yes,sound,IPI,19.8,3.6,NA,NA,NA,NA,17.4,2,NA,14.6,1.7,NA,12,12,12,12,12,12,12,12,5,NA,5,5,439,NA,837,785,NA,NA,NA,NA,-0.637270476466442,-0.215561704498879,Inviable,Allopatry,original paper,Orthoptera,Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. "Sex and neo-sex chromosomes in Orthoptera: a review." Journal of Orthoptera Research (2010): 213-231.,X0,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_N of songs. N of parental pairs: 12,NA,NA,ES097
s16,Gryllus_armatus_Gryllus_rubens,Bentrey&Hoy_1972_AnimBehav,table3,Bentrey&Hoy_1972,Gryllus,Gryllus_rubens,Gryllus_armatus,Gryllus_armatus_Gryllus_rubens,NA,Yes,sound,Chirp length,120.8835,98.8883015212113,NA,NA,NA,NA,3.02565,1.1668686872533,NA,3.0095,0.404548822764323,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,6,4,1027,NA,2275,1016,NA,NA,NA,NA,-0.620505490337868,5.00347424455868,Inviable,Allopatry,original paper,Orthoptera,Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. "Sex and neo-sex chromosomes in Orthoptera: a review." Journal of Orthoptera Research (2010): 213-231.,X0,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_N of songs. N of parental pairs: 12,NA,NA,ES098
s16,Gryllus_campestris_Gryllus_rubens,Bentrey&Hoy_1972_AnimBehav,table3,Bentrey&Hoy_1972,Gryllus,Gryllus_rubens,Gryllus_campestris,Gryllus_campestris_Gryllus_rubens,NA,Yes,sound,Chirp length,120.8835,98.8883015212113,NA,NA,NA,NA,16.135,11.5580826697165,NA,6.465,0.348245602987317,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,4,1027,NA,206,1007,NA,NA,NA,NA,-0.621019640981027,3.82573994457564,Inviable,Allopatry,original paper,Orthoptera,Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. "Sex and neo-sex chromosomes in Orthoptera: a review." Journal of Orthoptera Research (2010): 213-231.,X0,Male,-0.954677021213343,0.662663409574038,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_N of songs. N of parental pairs: 12,NA,3.99560723538412,ES099
s17,Pundamilia_nyererei_Pundamilia_pundamilia,Magalhaes_2010.JEB.Cichlid,Fig2,Magalhaes&Seehausen_2010,Pundamilia,Pundamilia_pundamilia,Pundamilia_nyererei,Pundamilia_nyererei_Pundamilia_pundamilia,NA,Yes,morphology,% red cover of body,2.45,1.65755844542508,NA,7.1,5.12249938994628,NA,6.875,6.01949956391725,NA,26.2272727272727,8.3349309763288,NA,NA,NA,3,3,4,4,NA,NA,20,5,24,11,NA,NA,NA,NA,NA,NA,NA,NA,-0.634506327509456,2.9667128151175,Viable,Overlap,original study,Cichliformes,NA,NA,NA,NA,NA,4.57,4.51,4.84,4.86,-0.0444517625708338,0.0261658046431194,Van Der Sluijs_2008_Cichlid,text,NA,NA,NA,NA,ES100
s18,Spodoptera_descoinsi_Spodoptera_latifascia,Monti.Clasper.BiolLinnSoc,table1,Monti et al_2001,Spodoptera,Spodoptera_latifascia,Spodoptera_descoinsi,Spodoptera_descoinsi_Spodoptera_latifascia,NA,Yes,morphology,clasper shape,1117,70.47,NA,1080.83,66.62,NA,1097,42.52,NA,977.93,56.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,-0.617351695798035,-0.480020782162948,Viable,Overlap,original paper,Lepidoptera,Traut W. K. Sahara and F. Marec. "Sex chromosomes and sex determination in Lepidoptera." Sexual Development 1.6 (2007): 332-346.,ZW/Z0,Female,-1.36653154442041,-1.46852108295774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102432810909029,ES101
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_meanduration,0.035,0.0120277457017791,NA,0.0345,0.00212132034355964,NA,NA,NA,NA,0.0381666666666667,0.0110529030877262,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,-0.63804372352207,-0.551411061181493,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES102
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_musculus,Mus_musculus_domesticus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_peakfrequstart,72556.187,12617.0280666415,NA,NA,NA,NA,74950,636.396103067893,NA,88243.236,13841.1853318188,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1.69606268784288,-0.383334895460838,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES103
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_musculus,Mus_musculus_domesticus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_minfreqstart,69262.5583333333,11355.7727477618,NA,NA,NA,NA,73428.125,667.332024744804,NA,86607.43525,13818.4480690976,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1.94273416508234,-0.340599519873608,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES104
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_musculus,Mus_musculus_domesticus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_maxfrequstart,78189.151,12300.4108540514,NA,NA,NA,NA,77565.625,48.6135912065751,NA,91795.0325,12995.6534045651,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1.38640168114445,-0.43771949574615,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES105
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_musculus,Mus_musculus_domesticus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_bandwstart,8864.56883333333,4581.08180042786,NA,NA,NA,NA,4068.75,662.912607362388,NA,5143.76625,2045.33698152495,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,-0.0844186582219841,0.153511884648475,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES106
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_entropystart,0.20575,0.0209184926161837,NA,0.193,0.032526911934581,NA,NA,NA,NA,0.2135,0.0154369686143362,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,-0.638043041558887,-0.627869204021483,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES107
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_musculus,Mus_musculus_domesticus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_peakfrequend,70818.2011666667,7761.64499762865,NA,NA,NA,NA,73462.5,18685.2966928545,NA,74352.40275,5053.63173352705,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,-0.112183388120439,-0.609809629538765,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES108
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_musculus,Mus_musculus_domesticus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_minfreqend,68704.39,7683.04402875269,NA,NA,NA,NA,71778.125,18353.8403891733,NA,72380.22725,5077.62055821789,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,-0.0911091386309517,-0.60454173033217,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES109
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_musculus,Mus_musculus_domesticus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_maxfrequend,73259.6543333333,7707.3985466567,NA,NA,NA,NA,76237.5,19498.469491219,NA,77172.77075,5578.88770454125,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,-0.0558039046127503,-0.604670210727946,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES110
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_musculus,Mus_musculus_domesticus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_bandwend,4521.83383333333,641.038901793146,NA,NA,NA,NA,4400,1131.37084989848,NA,4737.12125,658.362419241045,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,-0.606011156426285,-0.61317966033804,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES111
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_entropyend,0.20875,0.0171925371406705,NA,0.203,0.0367695526217004,NA,NA,NA,NA,0.209166666666667,0.0126398839657121,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,-0.63804413269998,-0.681749308328775,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES112
