"Study.ID"	"Cross.ID"	"Env.ID"	"Usable"	"File"	"Source"	"Study.name"	"Genus"	"spL.name"	"spS.name"	"species.pair"	"taxa"	"sex.det"	"hetero.males"	"trait.type"	"trait"	"Mn.spL"	"SD.spL"	"SE.spL"	"Mn.hybLS"	"SD.hybLS"	"SE.hybLS"	"Mn.hybSL"	"SD.hybSL"	"SE.hybSL"	"Mn.spS"	"SD.spS"	"SE.spS"	"Parents.spLF.spL"	"Parents.sp.spL"	"Parents.spLF.hybLS"	"Parents.sp.hybSL"	"Parents.spSF.hybSL"	"Parents.sp.hybLS"	"Parents.spSF.spS"	"Parents.sp.spS"	"lnL.lnS"	"divergence"	"N.spL"	"N.hybLS"	"N.hybSL"	"N.spS"	"reps.spL"	"reps.hybLS"	"reps.hybSL"	"reps.spS"	"Bottleneck.spLF"	"Bottleneck.sp"	"Bottleneck.spSF"	"Bottleneck.sp.1"	"Survival.spL"	"Survival.hybLS"	"Survival.hybSL"	"Survival.spS"	"surv.relat.hyb"	"surv.File"	"surv.Source"	"surv.Study.name"	"comments"	"parentals"	"ES.ID"	"sex"	"lnCVR.es"	"lnCVR.sv.corT"	"lnCVR.sv.corF"	"comparison"	"comp.ID"
"s16"	NA	NA	"y"	"Bentrey&Hoy_1972_AnimBehav"	"table2"	"Bentrey&Hoy_1972"	"Gryllus"	"Gryllus_armatus"	"Gryllus_rubens"	"Gryllus_armatus_Gryllus_rubens"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"Inter-chirp interval"	52.8	7.8	NA	39.2	4.8	NA	NA	NA	NA	0.0000000001	NA	NA	12	12	12	12	12	12	12	12	15.2593618676101	NA	5	5	NA	5	352	474	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_N of songs. N of parental pairs: 12"	NA	"ES127"	"male"	NA	NA	NA	"LS.S"	"comp.486"
"s16"	NA	NA	"y"	"Bentrey&Hoy_1972_AnimBehav"	"table2"	"Bentrey&Hoy_1972"	"Gryllus"	"Gryllus_armatus"	"Gryllus_rubens"	"Gryllus_armatus_Gryllus_rubens"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"Inter-chirp interval"	52.8	7.8	NA	39.2	4.8	NA	NA	NA	NA	0.0000000001	NA	NA	12	12	12	12	12	12	12	12	15.2593618676101	NA	5	5	NA	5	352	474	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_N of songs. N of parental pairs: 12"	NA	"ES127"	"male"	NA	NA	NA	"SL.L"	"comp.487"
"s16"	NA	NA	"y"	"Bentrey&Hoy_1972_AnimBehav"	"table2"	"Bentrey&Hoy_1972"	"Gryllus"	"Gryllus_armatus"	"Gryllus_rubens"	"Gryllus_armatus_Gryllus_rubens"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"Inter-chirp interval"	52.8	7.8	NA	39.2	4.8	NA	NA	NA	NA	0.0000000001	NA	NA	12	12	12	12	12	12	12	12	15.2593618676101	NA	5	5	NA	5	352	474	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_N of songs. N of parental pairs: 12"	NA	"ES127"	"male"	NA	NA	NA	"SL.S"	"comp.488"
"s16"	NA	NA	"y"	"Bentrey&Hoy_1972_AnimBehav"	"table2"	"Bentrey&Hoy_1972"	"Gryllus"	"Gryllus_campestris"	"Gryllus_rubens"	"Gryllus_campestris_Gryllus_rubens"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"Chirp frequency"	3.35	0.3	NA	3.18	0.9	NA	NA	NA	NA	0.0000000001	NA	NA	12	12	12	12	12	12	12	12	13.6697595979584	1.60308613749749	5	1	NA	5	204	260	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_N of songs. N of parental pairs: 12"	NA	"ES128"	"male"	Inf	NA	NA	"LS.L"	"comp.489"
"s16"	NA	NA	"y"	"Bentrey&Hoy_1972_AnimBehav"	"table2"	"Bentrey&Hoy_1972"	"Gryllus"	"Gryllus_campestris"	"Gryllus_rubens"	"Gryllus_campestris_Gryllus_rubens"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"Chirp frequency"	3.35	0.3	NA	3.18	0.9	NA	NA	NA	NA	0.0000000001	NA	NA	12	12	12	12	12	12	12	12	13.6697595979584	1.60308613749749	5	1	NA	5	204	260	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_N of songs. N of parental pairs: 12"	NA	"ES128"	"male"	NA	NA	NA	"LS.S"	"comp.490"
"s16"	NA	NA	"y"	"Bentrey&Hoy_1972_AnimBehav"	"table2"	"Bentrey&Hoy_1972"	"Gryllus"	"Gryllus_campestris"	"Gryllus_rubens"	"Gryllus_campestris_Gryllus_rubens"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"Chirp frequency"	3.35	0.3	NA	3.18	0.9	NA	NA	NA	NA	0.0000000001	NA	NA	12	12	12	12	12	12	12	12	13.6697595979584	1.60308613749749	5	1	NA	5	204	260	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_N of songs. N of parental pairs: 12"	NA	"ES128"	"male"	NA	NA	NA	"SL.L"	"comp.491"
"s16"	NA	NA	"y"	"Bentrey&Hoy_1972_AnimBehav"	"table2"	"Bentrey&Hoy_1972"	"Gryllus"	"Gryllus_campestris"	"Gryllus_rubens"	"Gryllus_campestris_Gryllus_rubens"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"Chirp frequency"	3.35	0.3	NA	3.18	0.9	NA	NA	NA	NA	0.0000000001	NA	NA	12	12	12	12	12	12	12	12	13.6697595979584	1.60308613749749	5	1	NA	5	204	260	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_N of songs. N of parental pairs: 12"	NA	"ES128"	"male"	NA	NA	NA	"SL.S"	"comp.492"
"s17"	NA	NA	"y"	"Magalhaes_2010.JEB.Cichlid"	"Fig2"	"Magalhaes&Seehausen_2010"	"Pundamilia"	"Pundamilia_pundamilia"	"Pundamilia_nyererei"	"Pundamilia_nyererei_Pundamilia_pundamilia"	"Teleost"	NA	-3.199364454444	-3.199364454444	"% red cover of body"	26.2272727272727	8.3349309763288	NA	7.1	5.12249938994628	NA	6.875	6.01949956391725	NA	2.45	1.65755844542508	NA	NA	NA	3	3	4	4	NA	NA	1.06610362791185	NA	20	5	24	11	NA	NA	NA	NA	NA	NA	NA	NA	4.57	4.51	4.84	4.86	0.29689540550224	"Van Der Sluijs_2008_Cichlid"	"text"	NA	NA	NA	"ES129"	"male"	0.918576486682612	0.0177934140710324	0.0239346596675152	"LS.L"	"comp.493"
"s17"	NA	NA	"y"	"Magalhaes_2010.JEB.Cichlid"	"Fig2"	"Magalhaes&Seehausen_2010"	"Pundamilia"	"Pundamilia_pundamilia"	"Pundamilia_nyererei"	"Pundamilia_nyererei_Pundamilia_pundamilia"	"Teleost"	NA	-3.199364454444	-3.199364454444	"% red cover of body"	26.2272727272727	8.3349309763288	NA	7.1	5.12249938994628	NA	6.875	6.01949956391725	NA	2.45	1.65755844542508	NA	NA	NA	3	3	4	4	NA	NA	1.06610362791185	NA	20	5	24	11	NA	NA	NA	NA	NA	NA	NA	NA	4.57	4.51	4.84	4.86	0.29689540550224	"Van Der Sluijs_2008_Cichlid"	"text"	NA	NA	NA	"ES129"	"male"	0.139290018899489	0.0106128003668116	0.0392207882554871	"LS.S"	"comp.494"
"s17"	NA	NA	"y"	"Magalhaes_2010.JEB.Cichlid"	"Fig2"	"Magalhaes&Seehausen_2010"	"Pundamilia"	"Pundamilia_pundamilia"	"Pundamilia_nyererei"	"Pundamilia_nyererei_Pundamilia_pundamilia"	"Teleost"	NA	-3.199364454444	-3.199364454444	"% red cover of body"	26.2272727272727	8.3349309763288	NA	7.1	5.12249938994628	NA	6.875	6.01949956391725	NA	2.45	1.65755844542508	NA	NA	NA	3	3	4	4	NA	NA	1.06610362791185	NA	20	5	24	11	NA	NA	NA	NA	NA	NA	NA	NA	4.57	4.51	4.84	4.86	0.441881551408566	"Van Der Sluijs_2008_Cichlid"	"text"	NA	NA	NA	"ES129"	"male"	1.00888040252201	0.0118443046988962	0.0180875275051848	"SL.L"	"comp.495"
"s17"	NA	NA	"y"	"Magalhaes_2010.JEB.Cichlid"	"Fig2"	"Magalhaes&Seehausen_2010"	"Pundamilia"	"Pundamilia_pundamilia"	"Pundamilia_nyererei"	"Pundamilia_nyererei_Pundamilia_pundamilia"	"Teleost"	NA	-3.199364454444	-3.199364454444	"% red cover of body"	26.2272727272727	8.3349309763288	NA	7.1	5.12249938994628	NA	6.875	6.01949956391725	NA	2.45	1.65755844542508	NA	NA	NA	3	3	4	4	NA	NA	1.06610362791185	NA	20	5	24	11	NA	NA	NA	NA	NA	NA	NA	NA	4.57	4.51	4.84	4.86	0.441881551408566	"Van Der Sluijs_2008_Cichlid"	"text"	NA	NA	NA	"ES129"	"male"	0.229593934738892	0.00523562280716154	0.0333736560931567	"SL.S"	"comp.496"
"s18"	NA	NA	"y"	"Monti.Clasper.BiolLinnSoc"	"table1"	"Monti et al_2001"	"Spodoptera"	"Spodoptera_latifascia"	"Spodoptera_descoinsi"	"Spodoptera_descoinsi_Spodoptera_latifascia"	"Lepidoptera"	"ZW/Z0"	-3.199364454444	-3.199364454444	"clasper shape"	1117	70.47	NA	1080.83	66.62	NA	1097	42.52	NA	977.93	56.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.223856061219929	0.142477586461991	30	30	30	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES130"	"male"	-0.0232649989818379	0.0289649255060364	0.0296707446218664	"LS.L"	"comp.497"
"s18"	NA	NA	"y"	"Monti.Clasper.BiolLinnSoc"	"table1"	"Monti et al_2001"	"Spodoptera"	"Spodoptera_latifascia"	"Spodoptera_descoinsi"	"Spodoptera_descoinsi_Spodoptera_latifascia"	"Lepidoptera"	"ZW/Z0"	-3.199364454444	-3.199364454444	"clasper shape"	1117	70.47	NA	1080.83	66.62	NA	1097	42.52	NA	977.93	56.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.223856061219929	0.142477586461991	30	30	30	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES130"	"male"	0.0583662758961419	0.0291457773357935	0.0299853785612457	"LS.S"	"comp.498"
"s18"	NA	NA	"y"	"Monti.Clasper.BiolLinnSoc"	"table1"	"Monti et al_2001"	"Spodoptera"	"Spodoptera_latifascia"	"Spodoptera_descoinsi"	"Spodoptera_descoinsi_Spodoptera_latifascia"	"Lepidoptera"	"ZW/Z0"	-3.199364454444	-3.199364454444	"clasper shape"	1117	70.47	NA	1080.83	66.62	NA	1097	42.52	NA	977.93	56.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.223856061219929	0.142477586461991	30	30	30	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES130"	"male"	-0.487145195071213	0.0299469613245214	0.0306757052399743	"SL.L"	"comp.499"
"s18"	NA	NA	"y"	"Monti.Clasper.BiolLinnSoc"	"table1"	"Monti et al_2001"	"Spodoptera"	"Spodoptera_latifascia"	"Spodoptera_descoinsi"	"Spodoptera_descoinsi_Spodoptera_latifascia"	"Lepidoptera"	"ZW/Z0"	-3.199364454444	-3.199364454444	"clasper shape"	1117	70.47	NA	1080.83	66.62	NA	1097	42.52	NA	977.93	56.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.223856061219929	0.142477586461991	30	30	30	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES130"	"male"	-0.405513920193233	0.0301243574296915	0.0309903391793536	"SL.S"	"comp.500"
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_meanduration"	0.0381666666666667	0.0110529030877262	NA	NA	NA	NA	0.0345	0.00212132034355964	NA	0.035	0.0120277457017791	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.250574279942274	-0.115276863720744	6	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES131"	"male"	NA	NA	NA	"LS.L"	"comp.501"
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_meanduration"	0.0381666666666667	0.0110529030877262	NA	NA	NA	NA	0.0345	0.00212132034355964	NA	0.035	0.0120277457017791	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.250574279942274	-0.115276863720744	6	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES131"	"male"	NA	NA	NA	"LS.S"	"comp.502"
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_meanduration"	0.0381666666666667	0.0110529030877262	NA	NA	NA	NA	0.0345	0.00212132034355964	NA	0.035	0.0120277457017791	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.250574279942274	-0.115276863720744	6	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES131"	"male"	-1.14965120765229	0.484203738408516	0.502495831984102	"SL.L"	"comp.503"
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_meanduration"	0.0381666666666667	0.0110529030877262	NA	NA	NA	NA	0.0345	0.00212132034355964	NA	0.035	0.0120277457017791	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.250574279942274	-0.115276863720744	6	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES131"	"male"	-1.38745535354258	0.501727472320506	0.544516813814964	"SL.S"	"comp.504"
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_peakfrequstart"	88243.236	13841.1853318188	NA	74950	636.396103067893	NA	NA	NA	NA	72556.187	12617.0280666415	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.187670817181315	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES132"	"male"	-2.58297354205426	0.602789910391294	0.617531467267762	"LS.L"	"comp.505"
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_peakfrequstart"	88243.236	13841.1853318188	NA	74950	636.396103067893	NA	NA	NA	NA	72556.187	12617.0280666415	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.187670817181315	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES132"	"male"	-2.61944141112745	0.553236073390814	0.566421486860169	"LS.S"	"comp.506"
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_peakfrequstart"	88243.236	13841.1853318188	NA	74950	636.396103067893	NA	NA	NA	NA	72556.187	12617.0280666415	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.187670817181315	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES132"	"male"	NA	NA	NA	"SL.L"	"comp.507"
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_peakfrequstart"	88243.236	13841.1853318188	NA	74950	636.396103067893	NA	NA	NA	NA	72556.187	12617.0280666415	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.187670817181315	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES132"	"male"	NA	NA	NA	"SL.S"	"comp.508"
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_peakamplstart"	-29.507	2.94129234634483	NA	-28.3705	3.59280955520885	NA	NA	NA	NA	-36.4873333333333	8.12400683571024	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.178100606323827	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES133"	"male"	NA	0.515516902122526	0.525334305609645	"LS.L"	"comp.509"
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_peakamplstart"	-29.507	2.94129234634483	NA	-28.3705	3.59280955520885	NA	NA	NA	NA	-36.4873333333333	8.12400683571024	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.178100606323827	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES133"	"male"	NA	0.437499654520039	0.455379998617921	"LS.S"	"comp.510"
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_peakamplstart"	-29.507	2.94129234634483	NA	-28.3705	3.59280955520885	NA	NA	NA	NA	-36.4873333333333	8.12400683571024	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.178100606323827	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES133"	"male"	NA	NA	NA	"SL.L"	"comp.511"
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_peakamplstart"	-29.507	2.94129234634483	NA	-28.3705	3.59280955520885	NA	NA	NA	NA	-36.4873333333333	8.12400683571024	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.178100606323827	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES133"	"male"	NA	NA	NA	"SL.S"	"comp.512"
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_minfreqstart"	86607.43525	13818.4480690976	NA	73428.125	667.332024744804	NA	NA	NA	NA	69262.5583333333	11355.7727477618	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.171676859350942	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES134"	"male"	-2.53206011872787	0.601366863206088	0.616363848761676	"LS.L"	"comp.513"
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_minfreqstart"	86607.43525	13818.4480690976	NA	73428.125	667.332024744804	NA	NA	NA	NA	69262.5583333333	11355.7727477618	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.171676859350942	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES134"	"male"	-2.49259635567971	0.554593782196268	0.567034778354556	"LS.S"	"comp.514"
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_minfreqstart"	86607.43525	13818.4480690976	NA	73428.125	667.332024744804	NA	NA	NA	NA	69262.5583333333	11355.7727477618	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.171676859350942	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES134"	"male"	NA	NA	NA	"SL.L"	"comp.515"
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_minfreqstart"	86607.43525	13818.4480690976	NA	73428.125	667.332024744804	NA	NA	NA	NA	69262.5583333333	11355.7727477618	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.171676859350942	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES134"	"male"	NA	NA	NA	"SL.S"	"comp.516"
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_maxfrequstart"	91795.0325	12995.6534045651	NA	77565.625	48.6135912065751	NA	NA	NA	NA	78189.151	12300.4108540514	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.208024563735139	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES135"	"male"	-5.08669991572	0.615237576905636	0.628516991944831	"LS.L"	"comp.1"
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_maxfrequstart"	91795.0325	12995.6534045651	NA	77565.625	48.6135912065751	NA	NA	NA	NA	78189.151	12300.4108540514	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.208024563735139	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES135"	"male"	-5.12547824563472	0.564076918922664	0.575944573650584	"LS.S"	"comp.2"
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_maxfrequstart"	91795.0325	12995.6534045651	NA	77565.625	48.6135912065751	NA	NA	NA	NA	78189.151	12300.4108540514	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.208024563735139	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES135"	"male"	NA	NA	NA	"SL.L"	"comp.3"
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_maxfrequstart"	91795.0325	12995.6534045651	NA	77565.625	48.6135912065751	NA	NA	NA	NA	78189.151	12300.4108540514	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.208024563735139	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES135"	"male"	NA	NA	NA	"SL.S"	"comp.4"
