"ES.ID","lnRR.es","lnRR.sv","direction","SE","parental","Study.ID","Cross.ID","File","Source","Study.name","Genus","spL.name","spS.name","species.pair","Female.pref","homologous","trait.type","trait","Mn.spL","SD.spL","SE.spL","Mn.hybLS","SD.hybLS","SE.hybLS","Mn.hybSL","SD.hybSL","SE.hybSL","Mn.spS","SD.spS","SE.spS","Parents.spLF.spL","Parents.spLM.spL","Parents.spLF.hybLS","Parents.spLM.hybSL","Parents.spSF.hybSL","Parents.spSM.hybLS","Parents.spSF.spS","Parents.spSM.spS","N.spL","N.hybLS","N.hybSL","N.spS","reps.spL","reps.hybLS","reps.hybSL","reps.spS","Bottleneck.spLF","Bottleneck.spLM","Bottleneck.spSF","Bottleneck.spSM","pheno.div.diff","pheno.div.ratio","reciprocal","distribution","source_distribution","taxa","souce_sex.determinaton","sex.determination","hetero.sex","divergence.cytb","divergence.COI","Survival.spL","Survival.hybLS","Survival.hybSL","Survival.spS","surv.relat.hybLS","surv.relat.hybSL","surv.File","surv.Source","surv.Study.name","comments","parentals","sq.divergence.COI"
"ES329",0.0758574239107001,0.0263272877881431,"+",0.546881085104552,"Mother","s19","musculus.3","Musolf_2015.PLOS1","S2","Musolf et al_2015","Mus","Mus_musculus_domesticus","Mus_musculus_musculus","Mus_musculus_domesticus_Mus_musculus_musculus","?","Yes","sound","Constant Modulated_minfreqend",67679.92425,7694.13379327465,NA,62735.7946402558,25225.2407203015,NA,NA,NA,NA,66277.7084,8406.31818784635,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.428388750081819,-0.651898117108386,"Inviable","Allopatry","original study","Mammal","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0.156197714236413
"ES330",0.0879311311357226,0.0256012006280505,"+",0.546881085104552,"Mother","s19","musculus.3","Musolf_2015.PLOS1","S2","Musolf et al_2015","Mus","Mus_musculus_domesticus","Mus_musculus_musculus","Mus_musculus_domesticus_Mus_musculus_musculus","?","Yes","sound","Constant Modulated_maxfrequend",72289.77275,7207.91611262022,NA,66204.704957512,26631.2674949035,NA,NA,NA,NA,70072.8344,8466.49399266347,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.307060100283124,-0.63615518532091,"Inviable","Allopatry","original study","Mammal","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0.156197714236413
"ES331",0.277169402974788,0.0324221756320924,"+",0.546881085104552,"Mother","s19","musculus.3","Musolf_2015.PLOS1","S2","Musolf et al_2015","Mus","Mus_musculus_domesticus","Mus_musculus_musculus","Mus_musculus_domesticus_Mus_musculus_musculus","?","Yes","sound","Constant Modulated_bandwend",4533.485,626.228266294324,NA,3436.04656601771,1511.71793353243,NA,NA,NA,NA,3743.4125,411.913673877387,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.519549269324566,-0.388951948525526,"Inviable","Allopatry","original study","Mammal","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0.156197714236413
"ES332",-0.879017507466676,0.900518147633607,"+",0.546881085104552,"Mother","s19","musculus.3","Musolf_2015.PLOS1","S2","Musolf et al_2015","Mus","Mus_musculus_domesticus","Mus_musculus_musculus","Mus_musculus_domesticus_Mus_musculus_musculus","?","Yes","sound","Constant Modulated_entropyend",0.20625,0.0107819293264239,NA,0.496759761854125,1.24674277290407,NA,NA,NA,NA,0.1918,0.0224934558384333,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.637204883928422,-0.572193042691752,"Inviable","Allopatry","original study","Mammal","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0.156197714236413
"ES335",0.0892144784611273,0.0257639752223729,"+",0.546881085104552,"Mother","s19","musculus.3","Musolf_2015.PLOS1","S2","Musolf et al_2015","Mus","Mus_musculus_domesticus","Mus_musculus_musculus","Mus_musculus_domesticus_Mus_musculus_musculus","?","Yes","sound","Constant Modulated_maxfreqcenter",71632.0455,7409.14985066535,NA,65518.2060007003,26340.0697981856,NA,NA,NA,NA,71150.9535,8127.7818883611,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.565562711790101,-0.673785715567096,"Inviable","Allopatry","original study","Mammal","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0.156197714236413
"ES336",0.212237540318301,0.0272705791885568,"+",0.546881085104552,"Mother","s19","musculus.3","Musolf_2015.PLOS1","S2","Musolf et al_2015","Mus","Mus_musculus_domesticus","Mus_musculus_musculus","Mus_musculus_domesticus_Mus_musculus_musculus","?","Yes","sound","Constant Modulated_bandwcentre",4444.62125,673.933639217479,NA,3594.68770061941,1395.27221225547,NA,NA,NA,NA,3784.8907,131.23807715247,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.538959820531424,-0.436460107225717,"Inviable","Allopatry","original study","Mammal","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0.156197714236413
"ES337",-0.920335283574518,0.889868731758699,"+",0.546881085104552,"Mother","s19","musculus.3","Musolf_2015.PLOS1","S2","Musolf et al_2015","Mus","Mus_musculus_domesticus","Mus_musculus_musculus","Mus_musculus_domesticus_Mus_musculus_musculus","?","Yes","sound","Constant Modulated_entropycentre",0.199,0.0134412301024373,NA,0.499516239114063,1.24589977993302,NA,NA,NA,NA,0.1901,0.0166896508185296,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.637205710435615,-0.613635592502185,"Inviable","Allopatry","original study","Mammal","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0.156197714236413
"ES338",0.0744073197243132,0.0261146229643142,"+",0.546881085104552,"Mother","s19","musculus.3","Musolf_2015.PLOS1","S2","Musolf et al_2015","Mus","Mus_musculus_domesticus","Mus_musculus_musculus","Mus_musculus_domesticus_Mus_musculus_musculus","?","Yes","sound","Constant Modulated_peakfrequmax",68920.4545,7723.19456008637,NA,63978.4102443745,25657.4176630409,NA,NA,NA,NA,68911.7817,8343.31689129687,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.635915480585585,-0.683980842599133,"Inviable","Allopatry","original study","Mammal","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0.156197714236413
"ES340",0.08132387048587,0.0257736946222197,"+",0.546881085104552,"Mother","s19","musculus.3","Musolf_2015.PLOS1","S2","Musolf et al_2015","Mus","Mus_musculus_domesticus","Mus_musculus_musculus","Mus_musculus_domesticus_Mus_musculus_musculus","?","Yes","sound","Constant Modulated_maxfrequmax",71630.75775,7551.5296523871,NA,66036.0423216321,26494.06387329,NA,NA,NA,NA,71293.2103,8344.54296799413,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.586939397026437,-0.676892751849941,"Inviable","Allopatry","original study","Mammal","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0.156197714236413
"ES341",0.255977148121444,0.0246565386183924,"+",0.546881085104552,"Mother","s19","musculus.3","Musolf_2015.PLOS1","S2","Musolf et al_2015","Mus","Mus_musculus_domesticus","Mus_musculus_musculus","Mus_musculus_domesticus_Mus_musculus_musculus","?","Yes","sound","Constant Modulated_bandwmax",4330.1515,407.158140288267,NA,3352.22861122455,1328.78280836797,NA,NA,NA,NA,3787.5374,147.565860476075,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.556400827435881,-0.477763713813067,"Inviable","Allopatry","original study","Mammal","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0.156197714236413
"ES342",-0.903109619028535,0.917158135662663,"+",0.546881085104552,"Mother","s19","musculus.3","Musolf_2015.PLOS1","S2","Musolf et al_2015","Mus","Mus_musculus_domesticus","Mus_musculus_musculus","Mus_musculus_domesticus_Mus_musculus_musculus","?","Yes","sound","Constant Modulated_entropymax",0.19975,0.0156498136304132,NA,0.49283587293493,1.24769896424312,NA,NA,NA,NA,0.1878,0.0161644328353608,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.637205256228959,-0.589069658596341,"Inviable","Allopatry","original study","Mammal","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0.156197714236413
"ES347",0.168396817325461,0.00167752327997533,"+",0.405577867597361,"Mother","s20","Drosophila_flavomontana_Drosophila_virilis","Paallysaho_2003.Drosophila.song.BehavGen","table1","Paallysaho et al_2003","Drosophila","Drosophila_flavomontana","Drosophila_virilis","Drosophila_flavomontana_Drosophila_virilis",NA,"Yes","sound","PI",27.1,2.38,NA,22.9,2.18,NA,17.5,2.07,NA,19.7,1.25,NA,NA,NA,10,10,10,10,NA,NA,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.636105026235133,-0.192507388971434,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,0.0132586652835165,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,1.66998986315985
"ES348",0.975533565437016,0.00212026002309987,"+",0.405577867597361,"Mother","s20","Drosophila_flavomontana_Drosophila_virilis","Paallysaho_2003.Drosophila.song.BehavGen","table1","Paallysaho et al_2003","Drosophila","Drosophila_flavomontana","Drosophila_virilis","Drosophila_flavomontana_Drosophila_virilis",NA,"Yes","sound","IPI",113,8.93,NA,42.6,5.21,NA,29.5,2.22,NA,19.7,1.25,NA,NA,NA,10,10,10,10,NA,NA,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.623312779773659,2.00879767140984,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,0.0132586652835165,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,1.66998986315985
"ES349",0.787291179474088,0.00782574853824524,"+",0.427516610053955,"Mother","s20","Drosophila_flavomontana_Drosophila_montana","Paallysaho_2003.Drosophila.song.BehavGen","table1","Paallysaho et al_2003","Drosophila","Drosophila_flavomontana","Drosophila_montana","Drosophila_flavomontana_Drosophila_montana",NA,"Yes","sound","pause",85.7,9.94,NA,39,8.88,NA,NA,NA,NA,15,2.21,NA,NA,NA,10,10,NA,NA,NA,NA,10,8,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.626678376630811,2.00268247709025,"Inviable","Allopatry","original paper","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,0.104828403653655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93743677085669
"ES350",0.490131032523158,0.00115523121427391,"+",0.427516610053955,"Mother","s20","Drosophila_flavomontana_Drosophila_montana","Paallysaho_2003.Drosophila.song.BehavGen","table1","Paallysaho et al_2003","Drosophila","Drosophila_flavomontana","Drosophila_montana","Drosophila_flavomontana_Drosophila_montana",NA,"Yes","sound","PI",27.1,2.38,NA,16.6,0.92,NA,NA,NA,NA,20.7,2.71,NA,NA,NA,10,10,NA,NA,NA,NA,10,8,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.636253946450051,-0.268844153917859,"Inviable","Allopatry","original paper","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,0.104828403653655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93743677085669
"ES351",0.709204617455804,0.00391434990543284,"+",0.427516610053955,"Mother","s20","Drosophila_flavomontana_Drosophila_montana","Paallysaho_2003.Drosophila.song.BehavGen","table1","Paallysaho et al_2003","Drosophila","Drosophila_flavomontana","Drosophila_montana","Drosophila_flavomontana_Drosophila_montana",NA,"Yes","sound","IPI",113,8.93,NA,55.6,9.02,NA,NA,NA,NA,35.7,2.11,NA,NA,NA,10,10,NA,NA,NA,NA,10,8,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.62569550321235,1.0922149299886,"Inviable","Allopatry","original paper","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,0.104828403653655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93743677085669
"ES355",0.870281931024503,0.000713548017512533,"+",0.331152942193203,"Mother","s22","KW L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_paranigra","Laupala_kohalensis","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Pulse period",1.423,0.15,NA,0.596,0.015,NA,0.464,0.014,NA,0.271,0.01,NA,28,28,2,2,5,5,40,40,28,2,5,40,NA,NA,NA,NA,NA,NA,NA,NA,-0.637035479737942,1.87256581403171,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES356",0.537064730244378,0.000224530291364294,"+",0.270385245064907,"Mother","s22","KW L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_kohalensis","Laupala_paranigra","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Pulse rate",3.694,0.132,NA,2.159,0.067,NA,1.678,0.042,NA,0.718,0.079,NA,40,40,5,5,2,2,28,28,40,5,2,28,NA,NA,NA,NA,NA,NA,NA,NA,-0.636763849265931,1.84110276588051,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES357",-0.0336214551382534,0.00170534616496118,"+",0.336814086326795,"Mother","s22","KW L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_paranigra","Laupala_kohalensis","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Carrier frequency",5.118,0.199,NA,5.293,0.304,NA,5.293,0.304,NA,4.927,0.246,NA,27,27,2,2,5,5,38,38,27,2,5,38,NA,NA,NA,NA,NA,NA,NA,NA,-0.637178592064478,-0.625539149705912,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES358",0.0350553996259183,0.00106866765212681,"+",0.279875318060452,"Mother","s22","KW L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_kohalensis","Laupala_paranigra","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Pulse duration",39.77,4.41,NA,38.4,2.33,NA,38.76,0.34,NA,38.37,4.53,NA,37,37,5,5,2,2,27,27,37,5,2,27,NA,NA,NA,NA,NA,NA,NA,NA,-0.636998547524642,-0.628925465484421,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES359",0.632904248543395,0.000795869811598569,"+",0.325767982629259,"Mother","s22","OF L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_paranigra","Laupala_kohalensis","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Pulse period",1.079,0.087,NA,0.573,0.027,NA,0.52,0.023,NA,0.271,0.01,NA,27,27,4,4,10,10,40,40,27,4,10,40,NA,NA,NA,NA,NA,NA,NA,NA,-0.637086708291874,1.4459305233961,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES360",0.651783914037301,0.000231510757176118,"+",0.256509966032373,"Mother","s22","OF L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_kohalensis","Laupala_paranigra","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Pulse rate",3.694,0.132,NA,1.925,0.086,NA,1.748,0.08,NA,0.933,0.078,NA,40,40,10,10,4,4,27,27,40,10,4,27,NA,NA,NA,NA,NA,NA,NA,NA,-0.636795867112138,1.43727982943486,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES361",0.0122773819387983,0.000679828970600765,"+",0.336814086326795,"Mother","s22","OF L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_paranigra","Laupala_kohalensis","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Carrier frequency",5.081,0.233,NA,5.019,0.245,NA,4.994,0.096,NA,4.927,0.246,NA,25,25,4,4,10,10,38,38,25,4,10,38,NA,NA,NA,NA,NA,NA,NA,NA,-0.63718410211243,-0.636725088405679,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES362",-0.00476609456075349,0.000546660668834197,"+",0.264569828842911,"Mother","s22","OF L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_kohalensis","Laupala_paranigra","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Pulse duration",39.77,4.41,NA,39.96,1.85,NA,35.94,3.36,NA,38.17,0.6,NA,37,37,10,10,4,4,25,25,37,10,4,25,NA,NA,NA,NA,NA,NA,NA,NA,-0.636968763481658,-0.620868547853836,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES363",0,0.167926931832492,"+",0.604599788078073,"Mother","s25","Drosophila_lummei_Drosophila_virilis","Suvanto_Drosophila.song_BehavGen1994","table 1&2","Suvanto et al_1994","Drosophila","Drosophila_virilis","Drosophila_lummei","Drosophila_lummei_Drosophila_virilis",NA,"Yes","sound","inhbt_PL",11,3.74250547996682,NA,11,8.37087553323193,NA,10,3.18417274137474,NA,9,3.5774005555486,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,112,87,104,105,NA,NA,NA,NA,-0.636909195395691,-0.374803318537842,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-1.22184874961636,-1.24412514432751,0.99,0.95,0.98,0.975,-0.0336383591488298,-0.00254777207879866,"Orr_Coyne_1989_Drosophila","fertility_table2&3",NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,0.0057585168235051
"ES364",0.287682072451781,0.308547349868669,"+",0.604599788078073,"Mother","s25","Drosophila_lummei_Drosophila_virilis","Suvanto_Drosophila.song_BehavGen1994","table 1&2","Suvanto et al_1994","Drosophila","Drosophila_virilis","Drosophila_lummei","Drosophila_lummei_Drosophila_virilis",NA,"Yes","sound","inhbt_CN",4,0.984869863149162,NA,3,3.26668313491978,NA,3,0.995053981679607,NA,3,0.993722376541278,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,112,87,104,105,NA,NA,NA,NA,-0.637058115610609,-0.24065895063039,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-1.22184874961636,-1.24412514432751,0.99,0.95,0.98,0.975,-0.0336383591488298,-0.00254777207879866,"Orr_Coyne_1989_Drosophila","fertility_table2&3",NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,0.0057585168235051
"ES365",-0.0384662808277961,0.0713197820429239,"+",0.573573720954548,"Mother","s25","Drosophila_lummei_Drosophila_virilis","Suvanto_Drosophila.song_BehavGen1994","table 1&2","Suvanto et al_1994","Drosophila","Drosophila_lummei","Drosophila_virilis","Drosophila_lummei_Drosophila_virilis",NA,"Yes","sound","inhbt_IPI",51,16.0983024999687,NA,53,26.8664575053494,NA,48,30.2168189980079,NA,46,30.530965757624,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,105,104,87,112,NA,NA,NA,NA,-0.636462434750937,-0.525096991675429,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-1.22184874961636,-1.24412514432751,0.975,0.98,0.95,0.99,-0.00254777207879866,-0.0336383591488298,"Orr_Coyne_1989_Drosophila","fertility_table2&3",NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,0.0057585168235051
"ES366",-0.0870113769896298,0.270546829121329,"+",0.685551720847258,"Mother","s25","Drosophila_borealis_Drosophila_virilis","Suvanto_Drosophila.song_BehavGen1994","table 1&2","Suvanto et al_1994","Drosophila","Drosophila_virilis","Drosophila_borealis","Drosophila_borealis_Drosophila_virilis",NA,"Yes","sound","inhbt_PL",11,3.74250547996682,NA,12,8.44097165424866,NA,12,5.93092560184646,NA,8,9.66134869582822,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,4,112,51,86,96,NA,NA,NA,NA,-0.636760275180773,-0.193218663576808,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-0.920818753952375,0.99,NA,NA,NA,NA,NA,NA,NA,NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,0.0761243683810001
"ES367",0.287682072451781,0.146444788182681,"+",0.685551720847258,"Mother","s25","Drosophila_borealis_Drosophila_virilis","Suvanto_Drosophila.song_BehavGen1994","table 1&2","Suvanto et al_1994","Drosophila","Drosophila_virilis","Drosophila_borealis","Drosophila_borealis_Drosophila_virilis",NA,"Yes","sound","inhbt_CN",4,0.984869863149162,NA,3,1.55491583104581,NA,3,1.84063208333166,NA,2,1.81150288046779,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,4,112,51,86,96,NA,NA,NA,NA,-0.636909195395691,0.384441611129235,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-0.920818753952375,0.99,NA,NA,NA,NA,NA,NA,NA,NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,0.0761243683810001
"ES368",0.42744401482694,2.11617420315897,"+",0.685551720847258,"Mother","s25","Drosophila_borealis_Drosophila_virilis","Suvanto_Drosophila.song_BehavGen1994","table 1&2","Suvanto et al_1994","Drosophila","Drosophila_virilis","Drosophila_borealis","Drosophila_borealis_Drosophila_virilis",NA,"Yes","sound","inhbt_IPI",46,30.530965757624,NA,30,60.4195865777799,NA,34,61.5589174536477,NA,28,57.9680921749693,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,4,112,51,86,96,NA,NA,NA,NA,-0.634526471957,0.0811757740000212,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-0.920818753952375,0.99,NA,NA,NA,NA,NA,NA,NA,NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,0.0761243683810001
