"ES.ID","yi","vi","direction","SE","parental","Study.ID","Cross.ID","File","Source","Study.name","Genus","spL.name","spS.name","species.pair","Female.pref","homologous","trait.type","Mn.spL","SD.spL","SE.spL","Mn.hybLS","SD.hybLS","SE.hybLS","Mn.hybSL","SD.hybSL","SE.hybSL","Mn.spS","SD.spS","SE.spS","Parents.spLF.spL","Parents.spLM.spL","Parents.spLF.hybLS","Parents.spLM.hybSL","Parents.spSF.hybSL","Parents.spSM.hybLS","Parents.spSF.spS","Parents.spSM.spS","N.spL","N.hybLS","N.hybSL","N.spS","reps.spL","reps.hybLS","reps.hybSL","reps.spS","Bottleneck.spLF","Bottleneck.spLM","Bottleneck.spSF","Bottleneck.spSM","pheno.div.ratio","reciprocal","distribution","source_distribution","taxa","souce_sex.determinaton","sex.determination","hetero.sex","divergence.cytb","divergence.COI","Survival.spL","Survival.hybLS","Survival.hybSL","Survival.spS","surv.relat.hybLS","surv.relat.hybSL","surv.File","surv.Source","surv.Study.name","comments","parentals","Novelty","sp1.name","sp2.name","Survival.sp1","Survival.hyb12","Survival.hyb21","Survival.sp2","surv.relat.hyb12","surv.relat.hyb21","insect"
"ES381",0.084276709329214,0.147387319386993,"+",0.427516610053955,"Mother","s26","A541.auraria_B18.biauraria","Tomaru_1994.Drosophila","table1","Tomaru&Oguma_1994","Drosophila","Drosophila_auraria","Drosophila_biauraria","Drosophila_auraria_Drosophila_biauraria",NA,"Yes","sound",21.4,1.9,NA,15.2,1.31,NA,16.2,0.42,NA,12.4,0.76,NA,6,6,NA,NA,6,NA,9,9,6,12,6,9,180,120,60,270,1,NA,1,NA,0.155695512428832,"Viable","Overlap","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-0.237513197114511,NA,NA,NA,NA,NA,NA,NA,NA,NA,"parental data provided in other paper (Tomaru.Oguma_1993.AnimBehav)_N: n of song_Parents: n of indv (mass culture)",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES382",1.49401846277578,0.197899814815363,"+",0.503057431626958,"Mother","s26","A662.auraria_B18.biauraria","Tomaru_1994.Drosophila","table1","Tomaru&Oguma_1994","Drosophila","Drosophila_auraria","Drosophila_biauraria","Drosophila_auraria_Drosophila_biauraria",NA,"Yes","sound",18.9,1.98,NA,16.6,0.37,NA,15.8,0.49,NA,12.4,0.76,NA,8,8,5,5,6,6,9,9,8,5,6,9,240,50,60,270,NA,NA,NA,NA,-0.0356505426980117,"Viable","Overlap","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-0.237513197114511,NA,NA,NA,NA,NA,NA,NA,NA,NA,"parental data provided in other paper (Tomaru.Oguma_1993.AnimBehav)_N: n of song_Parents: n of indv (mass culture)",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES383",0.686777527064626,0.0753341349290562,"+",0.298186778655206,"Mother","s26","sn.cn.ba2.auraria_B16.biauraria","Tomaru_1994.Drosophila","table1","Tomaru&Oguma_1994","Drosophila","Drosophila_biauraria","Drosophila_auraria","Drosophila_auraria_Drosophila_biauraria",NA,"Yes","sound",12.9,0.91,NA,16.3,0.6,NA,NA,NA,NA,19.9,0.72,NA,10,10,NA,NA,NA,NA,NA,NA,10,27,NA,11,300,270,NA,110,NA,NA,NA,NA,-0.0171257744143396,"Inviable","Overlap","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-0.237513197114511,NA,NA,NA,NA,NA,NA,NA,NA,NA,"parental data provided in other paper (Tomaru.Oguma_1993.AnimBehav)_N: n of song_Parents: n of indv (mass culture)",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES384",1.30171096451428,0.172819593280169,"+",0.484758270665203,"Mother","s26","A541.auraria_T544_triauraria","Tomaru_1994.Drosophila","table1","Tomaru&Oguma_1994","Drosophila","Drosophila_auraria","Drosophila_triauraria","Drosophila_auraria_Drosophila_triauraria",NA,"Yes","sound",21.4,1.9,NA,17.3,0.43,NA,18.1,0.39,NA,16.1,0.96,NA,6,6,8,8,10,10,7,7,6,8,10,7,180,80,100,210,NA,NA,NA,NA,-0.246503793531377,"Viable","Overlap","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-2.21580722147112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES385",1.34663954693699,0.163877672724906,"+",0.468320982069382,"Mother","s26","A541.auraria_quadraria","Tomaru_1994.Drosophila","table1","Tomaru&Oguma_1994","Drosophila","Drosophila_auraria","Drosophila_quadraria","Drosophila_auraria_Drosophila_quadraria",NA,"Yes","sound",21.4,1.9,NA,17.1,0.41,NA,17.6,0.26,NA,15.6,0.68,NA,6,6,9,9,6,6,5,5,6,9,6,5,180,90,60,150,NA,NA,NA,NA,-0.197910841803963,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-2.70495194030243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES386",1.00501323328461,0.351574608870067,"+",0.604599788078073,"Mother","s26","A541.auraria_subauraria","Tomaru_1994.Drosophila","table1","Tomaru&Oguma_1994","Drosophila","Drosophila_auraria","Drosophila_subauraria","Drosophila_auraria_Drosophila_subauraria",NA,"Yes","sound",21.4,1.9,NA,14.3,0.4,NA,NA,NA,NA,11.1,0.64,NA,6,6,3,3,NA,NA,10,10,6,3,NA,10,180,30,NA,258,NA,NA,NA,NA,0.326282385572553,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-0.237513197114511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES387",0.815864564282216,0.0649777904935913,"+",0.122565202733028,"Mother","s26","Drosophila_triauraria_Drosophila_quadraria","Tomaru_1994.Drosophila","table1","Tomaru&Oguma_1994","Drosophila","Drosophila_triauraria","Drosophila_quadraria","Drosophila_triauraria_Drosophila_quadraria",NA,"Yes","sound",16.1,0.96,NA,14.9,0.37,NA,16.5,0.59,NA,15.6,0.68,NA,7,7,9,9,6,6,5,5,210,9,6,150,NA,NA,NA,NA,NA,NA,NA,NA,-0.636227681287138,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-2.70495194030243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES388",0.512744834724474,0.0101927459067636,"+",0.0955956201590913,"Mother","s26","Drosophila_triauraria_Drosophila_biauraria","Tomaru_1994.Drosophila","table1","Tomaru&Oguma_1994","Drosophila","Drosophila_biauraria","Drosophila_triauraria","Drosophila_triauraria_Drosophila_biauraria",NA,"Yes","sound",12.9,0.91,NA,14.3,0.6,NA,NA,NA,NA,16.1,0.96,NA,10,10,6,6,NA,NA,7,7,300,60,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,-0.343509445402221,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-0.237513197114511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES389",1.12998876591334,0.126769983567204,"+",0.103857849474007,"Mother","s26","Drosophila_quadraria_Drosophila_biauraria","Tomaru_1994.Drosophila","table1","Tomaru&Oguma_1994","Drosophila","Drosophila_biauraria","Drosophila_quadraria","Drosophila_quadraria_Drosophila_biauraria",NA,"Yes","sound",12.9,0.91,NA,13.9,0.28,NA,13.4,0.27,NA,11.1,0.64,NA,10,10,5,5,10,10,5,5,300,5,10,150,NA,NA,NA,NA,NA,NA,NA,NA,-0.453345641522954,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-1.72666250263981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES390",0.388216874083493,0.006985908514918,"+",0.106509966082125,"Mother","s26","Drosophila_quadraria_Drosophila_subauraria","Tomaru_1994.Drosophila","table1","Tomaru&Oguma_1994","Drosophila","Drosophila_quadraria","Drosophila_subauraria","Drosophila_quadraria_Drosophila_subauraria",NA,"Yes","sound",11.1,0.64,NA,13.3,0.52,NA,NA,NA,NA,11.1,0.64,NA,5,5,NA,NA,NA,NA,10,10,150,140,NA,258,NA,NA,NA,NA,NA,NA,NA,NA,-0.684820633014552,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-0.237513197114511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES391",0.768456457538837,0.0732337456536874,"+",0.103350810565128,"Mother","s26","Drosophila_biauraria_Drosophila_subauraria","Tomaru_1994.Drosophila","table1","Tomaru&Oguma_1994","Drosophila","Drosophila_biauraria","Drosophila_subauraria","Drosophila_biauraria_Drosophila_subauraria",NA,"Yes","sound",12.9,0.91,NA,11.8,0.36,NA,11.5,0.51,NA,11.1,0.64,NA,10,10,8,8,8,8,10,10,300,8,8,258,NA,NA,NA,NA,NA,NA,NA,NA,-0.453345641522954,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-1.01278923388795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES392",1.17777151460081,0.0440542611367891,"+",0.261799387799149,"Mother","s27","Chrysoperla_johnsoni_Chrysoperla_plorabunda","Wells_insect.song.1994","table1","Well","Chrysoperla","Chrysoperla_plorabunda","Chrysoperla_johnsoni","Chrysoperla_johnsoni_Chrysoperla_plorabunda",NA,"Yes","sound",75.1,7.67333043730035,1.6,79.3,2.5,0.5,82.2,4.40908153700972,0.9,71.3,4.91934955049954,1.1,10,10,10,10,10,10,10,10,23,25,24,20,NA,NA,NA,NA,NA,NA,NA,NA,-0.604843358486804,"Viable","Overlap","original study","Neuroptera","Tauber Catherine A. and Maurice J. Tauber. Inheritance of seasonal cycles in Chrysoperla (Insecta: Neuroptera). Genetics Research 49.3 (1987): 215-223.","XY","Male",NA,-1.01278923388795,"0.54733333333333334","0.489375","0.45435714285714285","0.62551999999999996",-0.180918558009415,-0.255164077690937,"Wells_1993_Lacewings","table1",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES393",0.0445318417559341,0.0438194094745848,"+",0.261799387799149,"Mother","s27","Chrysoperla_johnsoni_Chrysoperla_plorabunda","Wells_insect.song.1994","table1","Well","Chrysoperla","Chrysoperla_plorabunda","Chrysoperla_johnsoni","Chrysoperla_johnsoni_Chrysoperla_plorabunda",NA,"Yes","sound",59.1,3.3570820663189,0.7,64.3,3.5,0.7,67.9,2.93938769133981,0.6,58.2,2.23606797749979,0.5,10,10,10,10,10,10,10,10,23,25,24,20,NA,NA,NA,NA,NA,NA,NA,NA,-0.661184330526296,"Viable","Overlap","original study","Neuroptera","Tauber Catherine A. and Maurice J. Tauber. Inheritance of seasonal cycles in Chrysoperla (Insecta: Neuroptera). Genetics Research 49.3 (1987): 215-223.","XY","Male",NA,-1.01278923388795,"0.54733333333333334","0.489375","0.45435714285714285","0.62551999999999996",-0.180918558009415,-0.255164077690937,"Wells_1993_Lacewings","table1",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES394",-0.514527759476448,0.0493275272077585,"+",0.273440542552276,"Mother","s27","Chrysoperla_johnsoni_Chrysoperla_plorabunda","Wells_insect.song.1994","table1","Well","Chrysoperla","Chrysoperla_johnsoni","Chrysoperla_plorabunda","Chrysoperla_johnsoni_Chrysoperla_plorabunda",NA,"Yes","sound",46.2,4.02492235949962,0.9,43.5,6.36867333123626,1.3,37.3,5.5,1.1,40.3,3.3570820663189,0.7,10,10,10,10,10,10,10,10,20,24,25,23,NA,NA,NA,NA,NA,NA,NA,NA,-0.474376277779319,"Viable","Overlap","original study","Neuroptera","Tauber Catherine A. and Maurice J. Tauber. Inheritance of seasonal cycles in Chrysoperla (Insecta: Neuroptera). Genetics Research 49.3 (1987): 215-223.","XY","Male",NA,-1.01278923388795,"0.62551999999999996","0.45435714285714285","0.489375","0.54733333333333334",-0.255164077690937,-0.180918558009415,"Wells_1993_Lacewings","table1",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES395",0.471550777493929,0.0541444622455001,"+",0.273440542552276,"Mother","s27","Chrysoperla_johnsoni_Chrysoperla_plorabunda","Wells_insect.song.1994","table1","Well","Chrysoperla","Chrysoperla_johnsoni","Chrysoperla_plorabunda","Chrysoperla_johnsoni_Chrysoperla_plorabunda",NA,"Yes","sound",25.1,7.60263112349929,1.7,38.7,7.34846922834953,1.5,41.9,4.5,0.9,34.7,8.63249674196289,1.8,10,10,10,10,10,10,10,10,20,24,25,23,NA,NA,NA,NA,NA,NA,NA,NA,-0.185970935073768,"Viable","Overlap","original study","Neuroptera","Tauber Catherine A. and Maurice J. Tauber. Inheritance of seasonal cycles in Chrysoperla (Insecta: Neuroptera). Genetics Research 49.3 (1987): 215-223.","XY","Male",NA,-1.01278923388795,"0.62551999999999996","0.45435714285714285","0.489375","0.54733333333333334",-0.255164077690937,-0.180918558009415,"Wells_1993_Lacewings","table1",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES396",0.296166542000328,0.0604704945017913,"+",0.273440542552276,"Mother","s27","Chrysoperla_johnsoni_Chrysoperla_plorabunda","Wells_insect.song.1994","table1","Well","Chrysoperla","Chrysoperla_johnsoni","Chrysoperla_plorabunda","Chrysoperla_johnsoni_Chrysoperla_plorabunda",NA,"Yes","sound",1586,652.931849429939,146,892,274.342851191716,56,718,170,34,604,105.50829351288,22,10,10,10,10,10,10,10,10,20,24,25,23,NA,NA,NA,NA,NA,NA,NA,NA,0.802149038928144,"Viable","Overlap","original study","Neuroptera","Tauber Catherine A. and Maurice J. Tauber. Inheritance of seasonal cycles in Chrysoperla (Insecta: Neuroptera). Genetics Research 49.3 (1987): 215-223.","XY","Male",NA,-1.01278923388795,"0.62551999999999996","0.45435714285714285","0.489375","0.54733333333333334",-0.255164077690937,-0.180918558009415,"Wells_1993_Lacewings","table1",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES397",0.878413439367038,0.0565856846229614,"+",0.273440542552276,"Mother","s27","Chrysoperla_johnsoni_Chrysoperla_plorabunda","Wells_insect.song.1994","table1","Well","Chrysoperla","Chrysoperla_johnsoni","Chrysoperla_plorabunda","Chrysoperla_johnsoni_Chrysoperla_plorabunda",NA,"Yes","sound",3499,1350.58505840987,302,2220,357.625502446344,73,1938,335,67,1199,153.466608746007,32,10,10,10,10,10,10,10,10,20,24,25,23,NA,NA,NA,NA,NA,NA,NA,NA,0.964790849371162,"Viable","Overlap","original study","Neuroptera","Tauber Catherine A. and Maurice J. Tauber. Inheritance of seasonal cycles in Chrysoperla (Insecta: Neuroptera). Genetics Research 49.3 (1987): 215-223.","XY","Male",NA,-1.01278923388795,"0.62551999999999996","0.45435714285714285","0.489375","0.54733333333333334",-0.255164077690937,-0.180918558009415,"Wells_1993_Lacewings","table1",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES400",-0.0430896568132326,0.0292496203236617,"+",0.166973765667414,"Mother","s29","Carabus_iwawakianus_Carabus_maiyasanus","Sasabe_2007.Heredity","fig2+text","Sasabe_et.al_2007","Carabus","Carabus_maiyasanus","Carabus_iwawakianus","Carabus_iwawakianus_Carabus_maiyasanus",NA,"Yes","morphology",2.536,0.141,NA,1.894,0.112,NA,1.778,0.147,NA,1.274,0.065,NA,NA,NA,33,33,13,13,NA,NA,22,96,26,33,NA,NA,NA,NA,NA,NA,NA,NA,0.375541207802877,"Viable","Overlap","original study","Coleoptera","Serrano J. and J. S. Yadav. Chromosome numbers and sex-determining mechanisms in adephagan Coleoptera. The Coleopterists' Bulletin (1984): 335-357.","XY","Male",NA,-0.842604387461549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES401",-0.614702673064089,0.0293270554474008,"+",0.166973765667414,"Mother","s29","Carabus_iwawakianus_Carabus_maiyasanus","Sasabe_2007.Heredity","fig2+text","Sasabe_et.al_2007","Carabus","Carabus_maiyasanus","Carabus_iwawakianus","Carabus_iwawakianus_Carabus_maiyasanus",NA,"Yes","morphology",0.36,0.02,NA,0.43,0.045,NA,0.482,0.04,NA,0.753,0.036,NA,NA,NA,33,33,13,13,NA,NA,22,96,26,33,NA,NA,NA,NA,NA,NA,NA,NA,0.451837987767743,"Viable","Overlap","original study","Coleoptera","Serrano J. and J. S. Yadav. Chromosome numbers and sex-determining mechanisms in adephagan Coleoptera. The Coleopterists' Bulletin (1984): 335-357.","XY","Male",NA,-0.842604387461549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES001",-0.217569356585707,0.0302285417755424,"-",0.213758305026977,"Mother","s001","Gryllus_rubens_Gryllus_texensis","Blankers-2015-JEB","table1","Blankers.et.al_2015","Gryllus","Gryllus_rubens","Gryllus_texensis","Gryllus_rubens_Gryllus_texensis",NA,"Yes","sound",4.73,0.27,NA,4.82,0.27,NA,5.01,0.17,NA,5.18,0.22,NA,NA,NA,12,12,12,12,NA,NA,73,22,28,44,NA,NA,NA,NA,NA,NA,NA,NA,-0.544841227930272,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",-2.81884012844177,-1.15439986675559,"76.5","69.099999999999994","52.4","43.8",0.138713288352936,-0.137934851093691,"Cade_1989_Gryllus.mortality","table1",NA,"integer‚Ítexensis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES002",-0.577055792967402,0.030367004202587,"-",0.213758305026977,"Mother","s001","Gryllus_rubens_Gryllus_texensis","Blankers-2015-JEB","table1","Blankers.et.al_2015","Gryllus","Gryllus_rubens","Gryllus_texensis","Gryllus_rubens_Gryllus_texensis",NA,"Yes","sound",45.34,3.86,NA,55.27,3.96,NA,61.96,2.79,NA,66.88,5.4,NA,NA,NA,12,12,12,12,NA,NA,73,22,28,44,NA,NA,NA,NA,NA,NA,NA,NA,-0.0861022415831027,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",-2.81884012844177,-1.15439986675559,"76.5","69.099999999999994","52.4","43.8",0.138713288352936,-0.137934851093691,"Cade_1989_Gryllus.mortality","table1",NA,"integer‚Ítexensis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES003",0.237105871021328,0.0323954870282876,"-",0.186091888273012,"Mother","s001","Gryllus_rubens_Gryllus_texensis","Blankers-2015-JEB","table1","Blankers.et.al_2015","Gryllus","Gryllus_texensis","Gryllus_rubens","Gryllus_rubens_Gryllus_texensis",NA,"Yes","sound",0.44,0.08,NA,0.48,0.08,NA,0.46,0.08,NA,0.43,0.06,NA,NA,NA,12,12,12,12,NA,NA,44,28,22,73,NA,NA,NA,NA,NA,NA,NA,NA,-0.649410594916355,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",-2.81884012844177,-1.15439986675559,"43.8","52.4","69.099999999999994","76.5",-0.137934851093691,0.138713288352936,"Cade_1989_Gryllus.mortality","table1",NA,"integer‚Ítexensis",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES004",0.531199585645052,0.0417178050641253,"-",0.213758305026977,"Mother","s001","Gryllus_rubens_Gryllus_texensis","Blankers-2015-JEB","table1","Blankers.et.al_2015","Gryllus","Gryllus_rubens","Gryllus_texensis","Gryllus_rubens_Gryllus_texensis",NA,"Yes","sound",0.28,0.15,NA,0.59,0.25,NA,0.68,0.35,NA,1.28,0.39,NA,NA,NA,12,12,12,12,NA,NA,73,22,28,44,NA,NA,NA,NA,NA,NA,NA,NA,1.65611958664142,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",-2.81884012844177,-1.15439986675559,"76.5","69.099999999999994","52.4","43.8",0.138713288352936,-0.137934851093691,"Cade_1989_Gryllus.mortality","table1",NA,"integer‚Ítexensis",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES005",0.110894029013355,0.0318808235339857,"-",0.186091888273012,"Mother","s001","Gryllus_rubens_Gryllus_texensis","Blankers-2015-JEB","table1","Blankers.et.al_2015","Gryllus","Gryllus_texensis","Gryllus_rubens","Gryllus_rubens_Gryllus_texensis",NA,"Yes","sound",0.62,0.11,NA,0.73,0.14,NA,0.71,0.1,NA,0.78,0.1,NA,NA,NA,12,12,12,12,NA,NA,44,28,22,73,NA,NA,NA,NA,NA,NA,NA,NA,-0.331214278781757,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",-2.81884012844177,-1.15439986675559,"43.8","52.4","69.099999999999994","76.5",-0.137934851093691,0.138713288352936,"Cade_1989_Gryllus.mortality","table1",NA,"integer‚Ítexensis",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES034",0.322117056779143,0.0529165238412346,"-",0.286786860477274,"Mother","s003","Drosophila_heteroneura_Drosophila_silvestris","Carson_1994.PNAS","table4","Carson.et.al_1994","Drosophila","Drosophila_silvestris","Drosophila_heteroneura","Drosophila_heteroneura_Drosophila_silvestris",NA,"Yes","morphology",72.85,6.33,NA,59.57,3.67,NA,45.15,2.76,NA,37.25,1.65,NA,35,35,35,35,35,35,35,35,20,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,0.348315583099063,"Viable","Overlap","Drosophila heteroneura and Drosophila silvestris: Head Shapes, Behavior and Evolution","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-1.15439986675559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES035",0.485213505705066,0.0379593149670065,"-",0.242379135332601,"Mother","s004","BGxMutant","Coyne_1983.Drosophila.Evolution","table3","Coyne_1983","Drosophila","Drosophila_mauritiana","Drosophila_simulans","Drosophila_mauritiana_Drosophila_simulans",NA,"Yes","morphology",1442,202.657346276911,37,NA,NA,NA,5141,506.666557017532,91,12166,735,147,3,3,20,20,20,20,3,3,30,0,31,25,NA,NA,NA,NA,NA,NA,NA,NA,2.59997842641332,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-0.627100631123272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES036",0.0826413909475538,0.0375344457871912,"-",0.242379135332601,"Mother","s004","BGxMutant","Coyne_1983.Drosophila.Evolution","table3","Coyne_1983","Drosophila","Drosophila_mauritiana","Drosophila_simulans","Drosophila_mauritiana_Drosophila_simulans",NA,"Yes","morphology",462,10.9544511501033,2,NA,NA,NA,487,11.13552872566,2,477,10,2,3,3,20,20,20,20,3,3,30,0,31,25,NA,NA,NA,NA,NA,NA,NA,NA,-0.635606580097401,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-0.627100631123272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES037",1.19243034608175,0.0388615328508222,"-",0.242379135332601,"Mother","s004","BGxMutant","Coyne_1983.Drosophila.Evolution","table3","Coyne_1983","Drosophila","Drosophila_mauritiana","Drosophila_simulans","Drosophila_mauritiana_Drosophila_simulans",NA,"Yes","morphology",3.12,0.438178046004133,0.08,NA,NA,NA,10.58,2.06007281424711,0.37,25.49,1.5,0.3,3,3,20,20,20,20,3,3,30,0,31,25,NA,NA,NA,NA,NA,NA,NA,NA,2.5504419634064,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-0.627100631123272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES038",0.366853441868975,0.0352015536516063,"-",0.234160491034691,"Mother","s004","BGxSPD(wildtype)","Coyne_1983.Drosophila.Evolution","table3","Coyne_1983","Drosophila","Drosophila_mauritiana","Drosophila_simulans","Drosophila_mauritiana_Drosophila_simulans",NA,"Yes","morphology",1442,202.657346276911,37,5139,471.041399454443,86,5400,651.789843431148,119,12050,1007.80950580951,184,3,3,20,20,20,20,3,3,30,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,2.58522185640199,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-0.627100631123272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
