"Study.ID"	"Cross.ID"	"Env.ID"	"Usable"	"File"	"Source"	"Study.name"	"Genus"	"spL.name"	"spS.name"	"species.pair"	"taxa"	"sex.det"	"hetero.males"	"trait.type"	"trait"	"Mn.spL"	"SD.spL"	"SE.spL"	"Mn.hybLS"	"SD.hybLS"	"SE.hybLS"	"Mn.hybSL"	"SD.hybSL"	"SE.hybSL"	"Mn.spS"	"SD.spS"	"SE.spS"	"Parents.spLF.spL"	"Parents.sp.spL"	"Parents.spLF.hybLS"	"Parents.sp.hybSL"	"Parents.spSF.hybSL"	"Parents.sp.hybLS"	"Parents.spSF.spS"	"Parents.sp.spS"	"lnL.lnS"	"divergence"	"N.spL"	"N.hybLS"	"N.hybSL"	"N.spS"	"reps.spL"	"reps.hybLS"	"reps.hybSL"	"reps.spS"	"Bottleneck.spLF"	"Bottleneck.sp"	"Bottleneck.spSF"	"Bottleneck.sp.1"	"Survival.spL"	"Survival.hybLS"	"Survival.hybSL"	"Survival.spS"	"surv.relat.hybLS"	"surv.relat.hybSL"	"surv.File"	"surv.Source"	"surv.Study.name"	"comments"	"parentals"	"ES.ID"	"sex"	"SMD.recip.es"	"SMD.recip.sv"	"lnRR.recip.es"	"lnRR.recip.sv"
"s16"	NA	NA	"y"	"Bentrey&Hoy_1972_AnimBehav"	"table1"	"Bentrey&Hoy_1972"	"Teleogryllus"	"Teleogryllus_oceanicus"	"Teleogryllus_commodus"	"Teleogryllus_commodus_Teleogryllus_oceanicus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"Intra-chirp interval"	66.8	6.7	NA	57.5	6.5	NA	60.4	6.1	NA	52.1	6.8	NA	12	12	12	12	12	12	12	12	-0.157232677102918	1.86084058768022	5	10	10	5	290	712	807	489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_N of songs. N of parental pairs: 12"	NA	"ES118"	"male"	-0.440599406718935	0.204853195930027	-0.0492041571374644	0.0910097360045894
"s16"	NA	NA	"y"	"Bentrey&Hoy_1972_AnimBehav"	"table1"	"Bentrey&Hoy_1972"	"Teleogryllus"	"Teleogryllus_oceanicus"	"Teleogryllus_commodus"	"Teleogryllus_commodus_Teleogryllus_oceanicus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"Intra-trill interval"	41	1.8	NA	33	3.8	NA	36.7	5	NA	31.7	3.5	NA	12	12	12	12	12	12	12	12	-0.15220757780897	1.86084058768022	5	10	10	5	740	2833	2450	1840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_N of songs. N of parental pairs: 12"	NA	"ES119"	"male"	-0.797909179498923	0.215916476468216	-0.106269193594045	0.0645819992837153
"s16"	NA	NA	"y"	"Bentrey&Hoy_1972_AnimBehav"	"table1"	"Bentrey&Hoy_1972"	"Teleogryllus"	"Teleogryllus_commodus"	"Teleogryllus_oceanicus"	"Teleogryllus_commodus_Teleogryllus_oceanicus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"Inter-trill interval"	160.9	50.6	NA	154	38.8	NA	136.9	23.6	NA	122.8	14.1	NA	12	12	12	12	12	12	12	12	-0.144730588351347	1.86084058768022	5	10	10	5	119	693	857	813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_N of songs. N of parental pairs: 12"	NA	"ES120"	"male"	0.509952647543804	0.206501292568423	0.117701870119226	10.1576446170318
"s16"	NA	NA	"y"	"Bentrey&Hoy_1972_AnimBehav"	"table1"	"Bentrey&Hoy_1972"	"Teleogryllus"	"Teleogryllus_commodus"	"Teleogryllus_oceanicus"	"Teleogryllus_commodus_Teleogryllus_oceanicus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"No. of A-pulses per chirp"	5.9	0.9	NA	4.9	0.7	NA	4.2	0.6	NA	4.8	0.9	NA	12	12	12	12	12	12	12	12	-0.181560031319135	1.86084058768022	5	10	10	5	100	100	100	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_N of songs. N of parental pairs: 12"	NA	"ES121"	"male"	1.02827379371076	0.226433674870808	0.154150679827258	0.00177624195936878
"s16"	NA	NA	"y"	"Bentrey&Hoy_1972_AnimBehav"	"table1"	"Bentrey&Hoy_1972"	"Teleogryllus"	"Teleogryllus_commodus"	"Teleogryllus_oceanicus"	"Teleogryllus_commodus_Teleogryllus_oceanicus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"No. of B-pulses per trill"	10.7	5.3	NA	4.9	2	NA	4.5	1.5	NA	2	0.1	NA	12	12	12	12	12	12	12	12	0.666266090104521	1.86084058768022	5	10	10	5	147	200	194	250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_N of songs. N of parental pairs: 12"	NA	"ES122"	"male"	0.216690650408813	0.201173870949365	0.0851578083403068	0.0888984656598845
"s16"	NA	NA	"y"	"Bentrey&Hoy_1972_AnimBehav"	"table1"	"Bentrey&Hoy_1972"	"Teleogryllus"	"Teleogryllus_commodus"	"Teleogryllus_oceanicus"	"Teleogryllus_commodus_Teleogryllus_oceanicus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"No. of B-pulses per phrase"	21.5	10.4	NA	19.4	4.7	NA	18.4	4.9	NA	20.9	3	NA	12	12	12	12	12	12	12	12	-0.284187736589899	1.86084058768022	5	10	10	5	34	37	28	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_N of songs. N of parental pairs: 12"	NA	"ES123"	"male"	0.199466390015527	0.200994671018646	0.0529224014543423	0.298098781114254
"s16"	NA	NA	"y"	"Bentrey&Hoy_1972_AnimBehav"	"table1"	"Bentrey&Hoy_1972"	"Teleogryllus"	"Teleogryllus_oceanicus"	"Teleogryllus_commodus"	"Teleogryllus_commodus_Teleogryllus_oceanicus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"No. of trills per phrase"	9.4	2.3	NA	4.2	1	NA	4.8	1.2	NA	2.3	1.2	NA	12	12	12	12	12	12	12	12	0.51102923383133	1.86084058768022	5	10	10	5	100	100	100	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_N of songs. N of parental pairs: 12"	NA	"ES124"	"male"	-0.520207402293268	0.206765393535018	-0.133531392624523	0.0148977111678005
"s16"	NA	NA	"y"	"Bentrey&Hoy_1972_AnimBehav"	"table1"	"Bentrey&Hoy_1972"	"Teleogryllus"	"Teleogryllus_commodus"	"Teleogryllus_oceanicus"	"Teleogryllus_commodus_Teleogryllus_oceanicus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"Phrase repetition rate"	41.7	18.1	NA	33	7	NA	37.5	5.3	NA	28.5	2.4	NA	12	12	12	12	12	12	12	12	-0.0811067398236527	1.86084058768022	5	10	10	5	102	70	105	77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_N of songs. N of parental pairs: 12"	NA	"ES125"	"male"	-0.694118598820685	0.21204501573072	-0.127833371509885	0.242080467324151
"s16"	NA	NA	"y"	"Bentrey&Hoy_1972_AnimBehav"	"table2"	"Bentrey&Hoy_1972"	"Gryllus"	"Gryllus_rubens"	"Gryllus_armatus"	"Gryllus_armatus_Gryllus_rubens"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"IPI"	19.8	3.6	NA	NA	NA	NA	17.4	2	NA	14.6	1.7	NA	12	12	12	12	12	12	12	12	-0.124880744450224	NA	5	NA	5	5	439	NA	837	785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_N of songs. N of parental pairs: 12"	NA	"ES126"	"male"	NA	NA	NA	NA
"s16"	NA	NA	"y"	"Bentrey&Hoy_1972_AnimBehav"	"table2"	"Bentrey&Hoy_1972"	"Gryllus"	"Gryllus_armatus"	"Gryllus_rubens"	"Gryllus_armatus_Gryllus_rubens"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"Inter-chirp interval"	52.8	7.8	NA	39.2	4.8	NA	NA	NA	NA	0.0000000001	NA	NA	12	12	12	12	12	12	12	12	15.2593618676101	NA	5	5	NA	5	352	474	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_N of songs. N of parental pairs: 12"	NA	"ES127"	"male"	NA	NA	NA	NA
"s16"	NA	NA	"y"	"Bentrey&Hoy_1972_AnimBehav"	"table2"	"Bentrey&Hoy_1972"	"Gryllus"	"Gryllus_campestris"	"Gryllus_rubens"	"Gryllus_campestris_Gryllus_rubens"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"Chirp frequency"	3.35	0.3	NA	3.18	0.9	NA	NA	NA	NA	0.0000000001	NA	NA	12	12	12	12	12	12	12	12	13.6697595979584	1.60308613749749	5	1	NA	5	204	260	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_N of songs. N of parental pairs: 12"	NA	"ES128"	"male"	NA	NA	NA	NA
"s17"	NA	NA	"y"	"Magalhaes_2010.JEB.Cichlid"	"Fig2"	"Magalhaes&Seehausen_2010"	"Pundamilia"	"Pundamilia_pundamilia"	"Pundamilia_nyererei"	"Pundamilia_nyererei_Pundamilia_pundamilia"	"Teleost"	NA	-3.199364454444	-3.199364454444	"% red cover of body"	26.2272727272727	8.3349309763288	NA	7.1	5.12249938994628	NA	6.875	6.01949956391725	NA	2.45	1.65755844542508	NA	NA	NA	3	3	4	4	NA	NA	1.06610362791185	NA	20	5	24	11	NA	NA	NA	NA	NA	NA	NA	NA	4.57	4.51	4.84	4.86	0.29689540550224	0.441881551408566	"Van Der Sluijs_2008_Cichlid"	"text"	NA	NA	NA	"ES129"	"male"	0.0370946892759911	0.241690391079985	0.0322031404946348	5.85673804013695
"s18"	NA	NA	"y"	"Monti.Clasper.BiolLinnSoc"	"table1"	"Monti et al_2001"	"Spodoptera"	"Spodoptera_latifascia"	"Spodoptera_descoinsi"	"Spodoptera_descoinsi_Spodoptera_latifascia"	"Lepidoptera"	"ZW/Z0"	-3.199364454444	-3.199364454444	"clasper shape"	1117	70.47	NA	1080.83	66.62	NA	1097	42.52	NA	977.93	56.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.223856061219929	0.142477586461991	30	30	30	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES130"	"male"	-0.285585845827335	0.0673463272944743	-0.0148499167975888	0.548480109545116
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_meanduration"	0.0381666666666667	0.0110529030877262	NA	NA	NA	NA	0.0345	0.00212132034355964	NA	0.035	0.0120277457017791	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.250574279942274	-0.115276863720744	6	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES131"	"male"	NA	NA	NA	NA
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_peakfrequstart"	88243.236	13841.1853318188	NA	74950	636.396103067893	NA	NA	NA	NA	72556.187	12617.0280666415	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.187670817181315	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES132"	"male"	NA	NA	NA	NA
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_peakamplstart"	-29.507	2.94129234634483	NA	-28.3705	3.59280955520885	NA	NA	NA	NA	-36.4873333333333	8.12400683571024	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.178100606323827	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES133"	"male"	NA	NA	NA	NA
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_minfreqstart"	86607.43525	13818.4480690976	NA	73428.125	667.332024744804	NA	NA	NA	NA	69262.5583333333	11355.7727477618	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.171676859350942	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES134"	"male"	NA	NA	NA	NA
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_maxfrequstart"	91795.0325	12995.6534045651	NA	77565.625	48.6135912065751	NA	NA	NA	NA	78189.151	12300.4108540514	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.208024563735139	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES135"	"male"	NA	NA	NA	NA
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_bandwstart"	8864.56883333333	4581.08180042786	NA	NA	NA	NA	4068.75	662.912607362388	NA	5143.76625	2045.33698152495	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0132471493617364	-0.115276863720744	6	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES136"	"male"	NA	NA	NA	NA
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_entropystart"	0.2135	0.0154369686143362	NA	NA	NA	NA	0.193	0.032526911934581	NA	0.20575	0.0209184926161837	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.279189175577749	-0.115276863720744	6	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES137"	"male"	NA	NA	NA	NA
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_peakfrequend"	74352.40275	5053.63173352705	NA	73462.5	18685.2966928545	NA	NA	NA	NA	70818.2011666667	7761.64499762865	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.272430276919622	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES138"	"male"	NA	NA	NA	NA
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_peakamplend"	-27.6895	2.71397488320483	NA	-27.6505	3.111976944002	NA	NA	NA	NA	-31.9293333333333	4.51248409046133	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.21837505149473	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES139"	"male"	NA	NA	NA	NA
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_minfreqend"	72380.22725	5077.62055821789	NA	71778.125	18353.8403891733	NA	NA	NA	NA	68704.39	7683.04402875269	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.270458735623748	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES140"	"male"	NA	NA	NA	NA
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_maxfrequend"	77172.77075	5578.88770454125	NA	76237.5	19498.469491219	NA	NA	NA	NA	73259.6543333333	7707.3985466567	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.27050682014398	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES141"	"male"	NA	NA	NA	NA
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_bandwend"	4737.12125	658.362419241045	NA	4400	1131.37084989848	NA	NA	NA	NA	4521.83383333333	641.038901793146	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.273691530149529	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES142"	"male"	NA	NA	NA	NA
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_entropyend"	0.209166666666667	0.0126398839657121	NA	NA	NA	NA	0.203	0.0367695526217004	NA	0.20875	0.0171925371406705	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.299354111637055	-0.115276863720744	6	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES143"	"male"	NA	NA	NA	NA
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_peakfrequcentre"	85535.69275	9125.85774953417	NA	62084.375	37454.5623159749	NA	NA	NA	NA	61978.2051666667	9275.54600271917	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.114798242996283	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES144"	"male"	NA	NA	NA	NA
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_peakamplcentre"	-26.802	3.43067194584384	NA	-52.0335	36.1564910424117	NA	NA	NA	NA	-31.4346666666667	8.64235018190461	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.208596679584405	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES145"	"male"	NA	NA	NA	NA
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_minfreqcenter"	80507.197	8382.73883959728	NA	69421.875	21244.1393572733	NA	NA	NA	NA	61213.2866666667	9007.74500857463	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.142565265713895	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES146"	"male"	NA	NA	NA	NA
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_maxfreqcenter"	90638.4525	8209.64447164254	NA	95231.25	2713.52227280338	NA	NA	NA	NA	71257.7506666667	7370.4746510776	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.161823088706624	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES147"	"male"	NA	NA	NA	NA
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_bandwcentre"	10071.6775	4429.05185297188	NA	25728.125	23931.1451257822	NA	NA	NA	NA	9988.753	6829.43441233837	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.295737726152807	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES148"	"male"	NA	NA	NA	NA
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_entropycentre"	0.22525	0.0343256463886699	NA	0.1705	0.0912167747730646	NA	NA	NA	NA	0.209166666666667	0.0341433253604078	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.257800111812077	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES149"	"male"	NA	NA	NA	NA
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_peakfrequmax"	80739.4265	5303.47423930304	NA	82650	3676.95526217005	NA	NA	NA	NA	68118.2983333333	9187.5342106378	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.202517200855041	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES150"	"male"	NA	NA	NA	NA
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_peakamplmax"	-13.76725	4.34043718036174	NA	-13.763	2.12556298424677	NA	NA	NA	NA	-19.4866666666667	9.01096842002383	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.100221479352206	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES151"	"male"	NA	NA	NA	NA
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_minfreqmax"	79202.79225	5361.13424131439	NA	81371.875	2930.07372454176	NA	NA	NA	NA	66305.2156666667	9378.63079479556	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.198042845630811	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES152"	"male"	NA	NA	NA	NA
"s19"	"musculus.1"	NA	"y"	"Musolf_2015.PLOS1"	"S2"	"Musolf et al_2015"	"Mus"	"Mus_musculus_domesticus"	"Mus_musculus_musculus"	"Mus_musculus_domesticus_Mus_musculus_musculus"	"Mammal"	"XY"	0.31197122273624	0.31197122273624	"Complex 2_maxfrequmax"	84045.20575	4837.58065042595	NA	85321.875	3707.89118384696	NA	NA	NA	NA	72361.4995	9750.2056443413	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.214219629842826	-0.115276863720744	4	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N of indv_genetic distance_first 20 sequences were used_respectively"	NA	"ES153"	"male"	NA	NA	NA	NA
