Study.ID,Study.name,Source,Cross.ID,Genus,sp1.name,sp2.name,species.pair,homologous,trait.type,trait,Mn.sp1,SD.sp1,SE.sp1,Mn.hyb12,SD.hyb12,SE.hyb12,Mn.hyb21,SD.hyb21,SE.hyb21,Mn.sp2,SD.sp2,SE.sp2,Parents.sp1F.sp1,Parents.sp1M.sp1,Parents.sp1F.hyb12,Parents.sp1M.hyb21,Parents.sp2F.hyb21,Parents.sp2M.hyb12,Parents.sp2F.sp2,Parents.sp2M.sp2,N.sp1,N.hyb12,N.hyb21,N.sp2,reps.sp1,reps.hyb12,reps.hyb21,reps.sp2
s010,Derégnaucourt_2010,table2,Coturnix_coturnix_coturnix_Coturnix_japonica,Coturnix,Coturnix_coturnix_coturnix,Coturnix_japonica,Coturnix_coturnix_coturnix_Coturnix_japonica,Uncertain,sound,Mean of mean frequency,1731,152.9705854,30,2608,177.7104386,33,2361,267.6415513,44,2598,301.6156495,57,NA,NA,8,8,15,15,NA,NA,26,29,37,28,,,,
s010,Derégnaucourt_2010,table2,Coturnix_coturnix_coturnix_Coturnix_japonica,Coturnix,Coturnix_coturnix_coturnix,Coturnix_japonica,Coturnix_coturnix_coturnix_Coturnix_japonica,Uncertain,sound,Mean_entropy,-3.9,1.019803903,0.2,-3,0.538516481,0.1,-2.9,0.608276253,0.1,-2.6,0.529150262,0.1,NA,NA,8,8,15,15,NA,NA,26,29,37,28,,,,
s010,Derégnaucourt_2010,table2,Coturnix_coturnix_coturnix_Coturnix_japonica,Coturnix,Coturnix_coturnix_coturnix,Coturnix_japonica,Coturnix_coturnix_coturnix_Coturnix_japonica,Uncertain,sound,Mean FM,31.8,7.138627319,1.4,46.5,5.385164807,1,42.3,4.866210024,0.8,45.8,3.174901573,0.6,NA,NA,8,8,15,15,NA,NA,26,29,37,28,,,,
s010,Derégnaucourt_2010,table2,Coturnix_coturnix_coturnix_Coturnix_japonica,Coturnix,Coturnix_coturnix_coturnix,Coturnix_japonica,Coturnix_coturnix_coturnix_Coturnix_japonica,Uncertain,sound,Mean AM,56,61.18823416,12,57,26.92582404,5,57,42.57933771,7,59,37.04051835,7,NA,NA,8,8,15,15,NA,NA,26,29,37,28,,,,
s010,Derégnaucourt_2010,table2,Coturnix_coturnix_coturnix_Coturnix_japonica,Coturnix,Coturnix_coturnix_coturnix,Coturnix_japonica,Coturnix_coturnix_coturnix_Coturnix_japonica,Uncertain,sound,Variance of mean frequency,611,178.465683,35,628,242.3324163,45,598,255.4760263,42,642,195.785597,37,NA,NA,8,8,15,15,NA,NA,26,29,37,28,,,,
s010,Derégnaucourt_2010,table2,Coturnix_coturnix_coturnix_Coturnix_japonica,Coturnix,Coturnix_coturnix_coturnix,Coturnix_japonica,Coturnix_coturnix_coturnix_Coturnix_japonica,Uncertain,sound,Variance entropy,0.41,0.152970585,0.03,0.76,0.215406592,0.04,0.66,0.243310501,0.04,0.67,0.211660105,0.04,NA,NA,8,8,15,15,NA,NA,26,29,37,28,,,,
s010,Derégnaucourt_2010,table2,Coturnix_coturnix_coturnix_Coturnix_japonica,Coturnix,Coturnix_coturnix_coturnix,Coturnix_japonica,Coturnix_coturnix_coturnix_Coturnix_japonica,Uncertain,sound,Variance FM,537,76.4852927,15,589,59.23681288,11,614,54.74486277,9,577,58.20652884,11,NA,NA,8,8,15,15,NA,NA,26,29,37,28,,,,
s010,Derégnaucourt_2010,table2,Coturnix_coturnix_coturnix_Coturnix_japonica,Coturnix,Coturnix_coturnix_coturnix,Coturnix_japonica,Coturnix_coturnix_coturnix_Coturnix_japonica,Uncertain,sound,Variance AM,62,20.39607805,4,53,26.92582404,5,46,24.33105012,4,55,21.16601049,4,NA,NA,8,8,15,15,NA,NA,26,29,37,28,,,,
s010,Derégnaucourt_2010,table2,Coturnix_coturnix_coturnix_Coturnix_japonica,Coturnix,Coturnix_coturnix_coturnix,Coturnix_japonica,Coturnix_coturnix_coturnix_Coturnix_japonica,no,sound,S1,49,193.7627415,38,161,43.08131846,8,193,103.406963,17,63,95.2470472,18,NA,NA,8,8,15,15,NA,NA,26,29,37,28,,,,
s010,Derégnaucourt_2010,table2,Coturnix_coturnix_coturnix_Coturnix_japonica,Coturnix,Coturnix_coturnix_coturnix,Coturnix_japonica,Coturnix_coturnix_coturnix_Coturnix_japonica,Yes,sound,S2,172,86.68333173,17,168,59.23681288,11,182,54.74486277,9,59,79.37253933,15,NA,NA,8,8,15,15,NA,NA,26,29,37,28,,,,
s010,Derégnaucourt_2010,table2,Coturnix_coturnix_coturnix_Coturnix_japonica,Coturnix,Coturnix_coturnix_coturnix,Coturnix_japonica,Coturnix_coturnix_coturnix_Coturnix_japonica,No,sound,S3,NA,NA,NA,180,113.0884609,21,182,48.66210024,8,328,105.8300524,20,NA,NA,8,8,15,15,NA,NA,26,29,37,28,,,,
s010,Derégnaucourt_2010,table2,Coturnix_coturnix_coturnix_Coturnix_japonica,Coturnix,Coturnix_coturnix_coturnix,Coturnix_japonica,Coturnix_coturnix_coturnix_Coturnix_japonica,Uncertain,sound,TD,407,50.99019514,10,507,64.62197769,12,503,91.24143795,15,626,74.08103671,14,NA,NA,8,8,15,15,NA,NA,26,29,37,28,,,,
s010,Derégnaucourt_2010,table2,Coturnix_coturnix_coturnix_Coturnix_japonica,Coturnix,Coturnix_coturnix_coturnix,Coturnix_japonica,Coturnix_coturnix_coturnix_Coturnix_japonica,Uncertain,sound,T12,242,86.68333173,17,177,53.85164807,10,191,54.74486277,9,163,84.66404195,16,NA,NA,8,8,15,15,NA,NA,26,29,37,28,,,,
s010,Derégnaucourt_2010,table2,Coturnix_coturnix_coturnix_Coturnix_japonica,Coturnix,Coturnix_coturnix_coturnix,Coturnix_japonica,Coturnix_coturnix_coturnix_Coturnix_japonica,Uncertain,sound,T23,122,30.59411708,6,175,43.08131846,8,166,66.91038783,11,171,68.78953409,13,NA,NA,8,8,15,15,NA,NA,26,29,37,28,,,,
s010,Derégnaucourt_2010,table2,Coturnix_coturnix_coturnix_Coturnix_japonica,Coturnix,Coturnix_coturnix_coturnix,Coturnix_japonica,Coturnix_coturnix_coturnix_Coturnix_japonica,Uncertain,sound,Mean of mean frequency,2525,433.4166587,85,2608,177.7104386,33,2361,267.6415513,44,2598,301.6156495,57,NA,NA,8,8,15,15,NA,NA,26,29,37,28,,,,
s010,Derégnaucourt_2010,table2,Coturnix_coturnix_coturnix_Coturnix_japonica,Coturnix,Coturnix_coturnix_coturnix,Coturnix_japonica,Coturnix_coturnix_coturnix_Coturnix_japonica,Uncertain,sound,Mean_entropy,-3.2,1.019803903,0.2,-3,0.538516481,0.1,-2.9,0.608276253,0.1,-2.6,0.529150262,0.1,NA,NA,8,8,15,15,NA,NA,26,29,37,28,,,,
s010,Derégnaucourt_2010,table2,Coturnix_coturnix_coturnix_Coturnix_japonica,Coturnix,Coturnix_coturnix_coturnix,Coturnix_japonica,Coturnix_coturnix_coturnix_Coturnix_japonica,Uncertain,sound,Mean FM,52,6.628725368,1.3,46.5,5.385164807,1,42.3,4.866210024,0.8,45.8,3.174901573,0.6,NA,NA,8,8,15,15,NA,NA,26,29,37,28,,,,
s010,Derégnaucourt_2010,table2,Coturnix_coturnix_coturnix_Coturnix_japonica,Coturnix,Coturnix_coturnix_coturnix,Coturnix_japonica,Coturnix_coturnix_coturnix_Coturnix_japonica,Uncertain,sound,Mean AM,48,30.59411708,6,57,26.92582404,5,57,42.57933771,7,59,37.04051835,7,NA,NA,8,8,15,15,NA,NA,26,29,37,28,,,,
s010,Derégnaucourt_2010,table2,Coturnix_coturnix_coturnix_Coturnix_japonica,Coturnix,Coturnix_coturnix_coturnix,Coturnix_japonica,Coturnix_coturnix_coturnix_Coturnix_japonica,Uncertain,sound,Variance of mean frequency,606,270.2480342,53,628,242.3324163,45,598,255.4760263,42,642,195.785597,37,NA,NA,8,8,15,15,NA,NA,26,29,37,28,,,,
s010,Derégnaucourt_2010,table2,Coturnix_coturnix_coturnix_Coturnix_japonica,Coturnix,Coturnix_coturnix_coturnix,Coturnix_japonica,Coturnix_coturnix_coturnix_Coturnix_japonica,Uncertain,sound,Variance entropy,1.21,0.356931366,0.07,0.76,0.215406592,0.04,0.66,0.243310501,0.04,0.67,0.211660105,0.04,NA,NA,8,8,15,15,NA,NA,26,29,37,28,,,,
s010,Derégnaucourt_2010,table2,Coturnix_coturnix_coturnix_Coturnix_japonica,Coturnix,Coturnix_coturnix_coturnix,Coturnix_japonica,Coturnix_coturnix_coturnix_Coturnix_japonica,Uncertain,sound,Variance FM,563,86.68333173,17,589,59.23681288,11,614,54.74486277,9,577,58.20652884,11,NA,NA,8,8,15,15,NA,NA,26,29,37,28,,,,
s010,Derégnaucourt_2010,table2,Coturnix_coturnix_coturnix_Coturnix_japonica,Coturnix,Coturnix_coturnix_coturnix,Coturnix_japonica,Coturnix_coturnix_coturnix_Coturnix_japonica,Uncertain,sound,Variance AM,52,30.59411708,6,53,26.92582404,5,46,24.33105012,4,55,21.16601049,4,NA,NA,8,8,15,15,NA,NA,26,29,37,28,,,,
s11,Doherty & Gerhardt 1984,fig4,Hyla_chrysoscelis_Hyla_femoralis,Hyla,Hyla_chrysoscelis,Hyla_femoralis,Hyla_chrysoscelis_Hyla_femoralis,Yes,sound,pulse/call,29.30232558,3.255813953,,15.34883721,4.186046512,,20,9.302325581,,4.242,0.622576903,,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,,,,
s11,Doherty & Gerhardt 1984,fig4,Hyla_chrysoscelis_Hyla_femoralis,Hyla,Hyla_chrysoscelis,Hyla_femoralis,Hyla_chrysoscelis_Hyla_femoralis,No,sound,calls/minute,14.45121951,2.743902439,,16.82926829,3.658536585,,19.3902439,6.036585366,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,6,4,3,,,,,
s11,Doherty & Gerhardt 1984,fig4,Hyla_chrysoscelis_Hyla_femoralis,Hyla,Hyla_chrysoscelis,Hyla_femoralis,Hyla_chrysoscelis_Hyla_femoralis,No,sound,call duration,0.896341463,0.182926829,,1.280487805,0.384146341,,1.701219512,0.713414634,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,,,,,
s11,Doherty & Gerhardt 1984,fig4,Hyla_chrysoscelis_Hyla_femoralis,Hyla,Hyla_chrysoscelis,Hyla_femoralis,Hyla_chrysoscelis_Hyla_femoralis,Yes,sound,pulse duration,15.31914894,1.276595745,,17.0212766,8.510638298,,17.87234043,7.234042553,,48.5106383,7.234042553,,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,5,,,,
s11,Doherty & Gerhardt 1984,fig4,Hyla_chrysoscelis_Hyla_femoralis,Hyla,Hyla_chrysoscelis,Hyla_femoralis,Hyla_chrysoscelis_Hyla_femoralis,Yes,sound,pulse rise,7.606837607,1.196581197,,2.393162393,1.88034188,,1.965811966,1.196581197,,1.367521368,0.427350427,,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,5,,,,
s11,Doherty & Gerhardt 1984,fig4,Hyla_chrysoscelis_Hyla_femoralis,Hyla,Hyla_chrysoscelis,Hyla_femoralis,Hyla_chrysoscelis_Hyla_femoralis,Yes,sound,pulse decay,7.714285714,2.057142857,,10.28571429,4.885714286,,8.4,3.257142857,,4.8,1.714285714,,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,5,,,,
s11,Doherty & Gerhardt 1984,fig4,Hyla_chrysoscelis_Hyla_femoralis,Hyla,Hyla_chrysoscelis,Hyla_femoralis,Hyla_chrysoscelis_Hyla_femoralis,Yes,sound,pulse period,26.63043478,5.97826087,,78.26086957,23.91304348,,80.43478261,15.76086957,,157.6086957,60.32608696,,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,,,,
s12,Ewing_1969,table2,Drosophila_persimilis_Drosophila_pseudoobscura,Drosophila,Drosophila_persimilis,Drosophila_pseudoobscura,Drosophila_persimilis_Drosophila_pseudoobscura,Yes,sound,Mean HRR song pulse intervals in msec,66.8,10.9,,48.7,7.9,,56.8,7.3,,42.6,4.8,,NA,NA,25,25,25,25,NA,NA,4,4,4,4,386,273,268,281
s13,van der Sluijs et al_2008,table1,Pundamilia_nyererei_Pundamilia_pundamilia,Pundamilia,Pundamilia_nyererei,Pundamilia_pundamilia,Pundamilia_nyererei_Pundamilia_pundamilia,Yes,morphology,colour score,3.89,0.212132034,0.05,2.21,0.866833317,0.17,2.25,0.804984472,0.18,0.21,0.348711915,0.08,NA,NA,NA,NA,NA,NA,NA,NA,18,26,20,19,,,,
s13,van der Sluijs et al_2008,table1,Pundamilia_nyererei_Pundamilia_pundamilia,Pundamilia,Pundamilia_nyererei,Pundamilia_pundamilia,Pundamilia_nyererei_Pundamilia_pundamilia,Yes,morphology,n bars,6.36,0.466690476,0.11,5.35,0.866833317,0.17,5.95,0.491934955,0.11,5.11,0.653834842,0.15,NA,NA,NA,NA,NA,NA,NA,NA,18,26,20,19,,,,
s14,Gadenne et al_1997,table1,Agrotis_ipsilon_Agrotis_segetum,Agrotis,Agrotis_ipsilon,Agrotis_segetum,Agrotis_ipsilon_Agrotis_segetum,Yes,morphology,Harp_h1,328.2,29.9,,440.5,35.3,,NA,NA,,611.5,79.6,,>100,>100,4,4,0,0,>100,>100,30,24,0,25,,,,
s14,Gadenne et al_1997,table1,Agrotis_ipsilon_Agrotis_segetum,Agrotis,Agrotis_ipsilon,Agrotis_segetum,Agrotis_ipsilon_Agrotis_segetum,Yes,morphology,Harp_h2,1029.7,41.5,,861.4,40.4,,NA,NA,,750.3,44.8,,>100,>100,4,4,0,0,>100,>100,30,24,0,25,,,,
s14,Gadenne et al_1997,table1,Agrotis_ipsilon_Agrotis_segetum,Agrotis,Agrotis_ipsilon,Agrotis_segetum,Agrotis_ipsilon_Agrotis_segetum,Yes,morphology,Harp_h1/h2,0.32,0.03,,0.51,0.03,,NA,NA,,0.8,0.1,,>100,>100,4,4,0,0,>100,>100,30,24,0,25,,,,
s14,Gadenne et al_1997,table1,Agrotis_ipsilon_Agrotis_segetum,Agrotis,Agrotis_ipsilon,Agrotis_segetum,Agrotis_ipsilon_Agrotis_segetum,Yes,morphology,Valva_v1,608,44.5,,672.7,70,,NA,NA,,732.2,73.9,,>100,>100,4,4,0,0,>100,>100,30,24,0,25,,,,
s14,Gadenne et al_1997,table1,Agrotis_ipsilon_Agrotis_segetum,Agrotis,Agrotis_ipsilon,Agrotis_segetum,Agrotis_ipsilon_Agrotis_segetum,Yes,morphology,Valva_v2,891.1,69.6,,817.7,74,,NA,NA,,818,84.8,,>100,>100,4,4,0,0,>100,>100,30,24,0,25,,,,
s14,Gadenne et al_1997,table1,Agrotis_ipsilon_Agrotis_segetum,Agrotis,Agrotis_ipsilon,Agrotis_segetum,Agrotis_ipsilon_Agrotis_segetum,Yes,morphology,Valva_v1/v2,0.68,0.04,,0.82,0.08,,NA,NA,,0.9,0.07,,>100,>100,4,4,0,0,>100,>100,30,24,0,25,,,,
s14,Gadenne et al_1997,table1,Agrotis_ipsilon_Agrotis_segetum,Agrotis,Agrotis_ipsilon,Agrotis_segetum,Agrotis_ipsilon_Agrotis_segetum,Yes,morphology,Valva_v3,3696.4,134.5,,3387.1,125,,NA,NA,,3314.2,143.4,,>100,>100,4,4,0,0,>100,>100,30,24,0,25,,,,
s14,Gadenne et al_1997,table1,Agrotis_ipsilon_Agrotis_segetum,Agrotis,Agrotis_ipsilon,Agrotis_segetum,Agrotis_ipsilon_Agrotis_segetum,Yes,morphology,Clasper surface,269.6,12.4,,317.4,17.5,,NA,NA,,415.9,31.4,,>100,>100,4,4,0,0,>100,>100,30,24,0,25,,,,
s14,Gadenne et al_1997,table1,Agrotis_ipsilon_Agrotis_segetum,Agrotis,Agrotis_ipsilon,Agrotis_segetum,Agrotis_ipsilon_Agrotis_segetum,Yes,morphology,Juxta_j1,437,33.8,,329.8,20.5,,NA,NA,,281.1,25.2,,>100,>100,4,4,0,0,>100,>100,30,24,0,25,,,,
s14,Gadenne et al_1997,table1,Agrotis_ipsilon_Agrotis_segetum,Agrotis,Agrotis_ipsilon,Agrotis_segetum,Agrotis_ipsilon_Agrotis_segetum,Yes,morphology,Juxta_j2,164,24,,194.7,23.8,,NA,NA,,234.6,21.2,,>100,>100,4,4,0,0,>100,>100,30,24,0,25,,,,
s14,Gadenne et al_1997,table1,Agrotis_ipsilon_Agrotis_segetum,Agrotis,Agrotis_ipsilon,Agrotis_segetum,Agrotis_ipsilon_Agrotis_segetum,Yes,morphology,Juxta_j1/j2,0.38,0.07,,0.59,0.09,,NA,NA,,0.84,0.11,,>100,>100,4,4,0,0,>100,>100,30,24,0,25,,,,
s14,Gadenne et al_1997,table1,Agrotis_ipsilon_Agrotis_segetum,Agrotis,Agrotis_ipsilon,Agrotis_segetum,Agrotis_ipsilon_Agrotis_segetum,Yes,morphology,Vesica teeth,17,3.2,,27.6,5.8,,NA,NA,,40.5,5.1,,>100,>100,4,4,0,0,>100,>100,30,24,0,25,,,,
s15,Gottsberger&Mayer_2007,table1,Chorthippus_biguttulus_Chorthippus_brunneus,Chorthippus,Chorthippus_biguttulus,Chorthippus_brunneus,Chorthippus_biguttulus_Chorthippus_brunneus,Yes,sound,Song duration,11.84,3.7,,8.34,3.45,,12.54,3.37,,12.26,4.82,,NA,NA,6,6,3,3,NA,NA,35,19,18,22,,,,
s15,Gottsberger&Mayer_2007,table1,Chorthippus_biguttulus_Chorthippus_brunneus,Chorthippus,Chorthippus_biguttulus,Chorthippus_brunneus,Chorthippus_biguttulus_Chorthippus_brunneus,Yes,sound,Phrase duration,2.07,0.32,,0.45,0.06,,0.56,0.15,,0.18,0.04,,NA,NA,6,6,3,3,NA,NA,35,19,18,22,,,,
s15,Gottsberger&Mayer_2007,table1,Chorthippus_biguttulus_Chorthippus_brunneus,Chorthippus,Chorthippus_biguttulus,Chorthippus_brunneus,Chorthippus_biguttulus_Chorthippus_brunneus,Yes,sound,Phrase pause,2.06,0.57,,1.74,0.45,,1.94,0.39,,1.66,0.54,,NA,NA,6,6,3,3,NA,NA,35,19,18,22,,,,
s15,Gottsberger&Mayer_2007,table1,Chorthippus_biguttulus_Chorthippus_brunneus,Chorthippus,Chorthippus_biguttulus,Chorthippus_brunneus,Chorthippus_biguttulus_Chorthippus_brunneus,Yes,sound,Number of phrases,3.2,0.9,,4.7,1.7,,5.9,1.6,,7.8,2.4,,NA,NA,6,6,3,3,NA,NA,35,19,18,22,,,,
s15,Gottsberger&Mayer_2007,table1,Chorthippus_biguttulus_Chorthippus_brunneus,Chorthippus,Chorthippus_biguttulus,Chorthippus_brunneus,Chorthippus_biguttulus_Chorthippus_brunneus,Yes,sound,Syllables per phrase,32.5,6.9,,3.4,1.8,,2,0.7,,5.3,1,,NA,NA,6,6,3,3,NA,NA,35,19,18,22,,,,
s15,Gottsberger&Mayer_2007,table1,Chorthippus_biguttulus_Chorthippus_brunneus,Chorthippus,Chorthippus_biguttulus,Chorthippus_brunneus,Chorthippus_biguttulus_Chorthippus_brunneus,Yes,sound,Pulses per syllable,6.2,0.5,,20.2,16.9,,32,10.5,,3.1,0.1,,NA,NA,6,6,3,3,NA,NA,35,19,18,22,,,,
s15,Gottsberger&Mayer_2007,table1,Chorthippus_biguttulus_Chorthippus_brunneus,Chorthippus,Chorthippus_biguttulus,Chorthippus_brunneus,Chorthippus_biguttulus_Chorthippus_brunneus,Yes,sound,Syllable period,60.1,7,,193.8,156.7,,257.7,106.8,,29.6,4.5,,NA,NA,6,6,3,3,NA,NA,35,19,18,22,,,,
s15,Gottsberger&Mayer_2007,table1,Chorthippus_biguttulus_Chorthippus_brunneus,Chorthippus,Chorthippus_biguttulus,Chorthippus_brunneus,Chorthippus_biguttulus_Chorthippus_brunneus,Yes,sound,Pulse period ,8.6,1.2,,7.9,0.4,,8,0.5,,8.8,1.4,,NA,NA,6,6,3,3,NA,NA,35,19,18,22,,,,
s15,Gottsberger&Mayer_2007,table1,Chorthippus_biguttulus_Chorthippus_brunneus,Chorthippus,Chorthippus_biguttulus,Chorthippus_brunneus,Chorthippus_biguttulus_Chorthippus_brunneus,Yes,sound,Phase-shift in,85.9,15.2,,159.6,28,,165,24.4,,131.9,15.6,,NA,NA,6,6,3,3,NA,NA,35,19,18,22,,,,
s16,Bentrey&Hoy_1972,table1,Teleogryllus_commodus_Teleogryllus_oceanicus,Teleogryllus,Teleogryllus_commodus,Teleogryllus_oceanicus,Teleogryllus_commodus_Teleogryllus_oceanicus,Yes,sound,Intra-chirp interval,52.1,6.8,,60.4,6.1,,57.5,6.5,,66.8,6.7,,12,12,12,12,12,12,12,12,5,10,10,5,489,807,712,290
s16,Bentrey&Hoy_1972,table1,Teleogryllus_commodus_Teleogryllus_oceanicus,Teleogryllus,Teleogryllus_commodus,Teleogryllus_oceanicus,Teleogryllus_commodus_Teleogryllus_oceanicus,Yes,sound,Intra-trill interval,31.7,3.5,,36.7,5,,33,3.8,,41,1.8,,12,12,12,12,12,12,12,12,5,10,10,5,1840,2450,2833,740
s16,Bentrey&Hoy_1972,table1,Teleogryllus_commodus_Teleogryllus_oceanicus,Teleogryllus,Teleogryllus_commodus,Teleogryllus_oceanicus,Teleogryllus_commodus_Teleogryllus_oceanicus,Yes,sound,Inter-trill interval,160.9,50.6,,154,38.8,,136.9,23.6,,122.8,14.1,,12,12,12,12,12,12,12,12,5,10,10,5,119,693,857,813
s16,Bentrey&Hoy_1972,table1,Teleogryllus_commodus_Teleogryllus_oceanicus,Teleogryllus,Teleogryllus_commodus,Teleogryllus_oceanicus,Teleogryllus_commodus_Teleogryllus_oceanicus,Yes,sound,No. of A-pulses per chirp,5.9,0.9,,4.9,0.7,,4.2,0.6,,4.8,0.9,,12,12,12,12,12,12,12,12,5,10,10,5,100,100,100,100
s16,Bentrey&Hoy_1972,table1,Teleogryllus_commodus_Teleogryllus_oceanicus,Teleogryllus,Teleogryllus_commodus,Teleogryllus_oceanicus,Teleogryllus_commodus_Teleogryllus_oceanicus,Yes,sound,No. of B-pulses per trill,10.7,5.3,,4.9,2,,4.5,1.5,,2,0.1,,12,12,12,12,12,12,12,12,5,10,10,5,147,200,194,250
s16,Bentrey&Hoy_1972,table1,Teleogryllus_commodus_Teleogryllus_oceanicus,Teleogryllus,Teleogryllus_commodus,Teleogryllus_oceanicus,Teleogryllus_commodus_Teleogryllus_oceanicus,Yes,sound,No. of B-pulses per phrase,21.5,10.4,,19.4,4.7,,18.4,4.9,,20.9,3,,12,12,12,12,12,12,12,12,5,10,10,5,34,37,28,38
s16,Bentrey&Hoy_1972,table1,Teleogryllus_commodus_Teleogryllus_oceanicus,Teleogryllus,Teleogryllus_commodus,Teleogryllus_oceanicus,Teleogryllus_commodus_Teleogryllus_oceanicus,Yes,sound,No. of trills per phrase,2.3,1.2,,4.8,1.2,,4.2,1,,9.4,2.3,,12,12,12,12,12,12,12,12,5,10,10,5,100,100,100,100
s16,Bentrey&Hoy_1972,table1,Teleogryllus_commodus_Teleogryllus_oceanicus,Teleogryllus,Teleogryllus_commodus,Teleogryllus_oceanicus,Teleogryllus_commodus_Teleogryllus_oceanicus,Yes,sound,Phrase repetition rate,41.7,18.1,,33,7,,37.5,5.3,,28.5,2.4,,12,12,12,12,12,12,12,12,5,10,10,5,102,70,105,77
s16,Bentrey&Hoy_1972,table2,Gryllus_armatus_Gryllus_rubens,Gryllus,Gryllus_armatus,Gryllus_rubens,Gryllus_armatus_Gryllus_rubens,Yes,sound,IPI,14.6,1.7,,17.4,2,,NA,NA,,19.8,3.6,,12,12,12,12,12,12,12,12,5,5,NA,5,785,837,NA,439
s16,Bentrey&Hoy_1972,table2,Gryllus_armatus_Gryllus_rubens,Gryllus,Gryllus_armatus,Gryllus_rubens,Gryllus_armatus_Gryllus_rubens,No,sound,Inter-chirp interval,52.8,7.8,,39.2,4.8,,NA,NA,,NA,NA,,12,12,12,12,12,12,12,12,5,5,NA,5,352,474,NA,5
s16,Bentrey&Hoy_1972,table2,Gryllus_campestris_Gryllus_rubens,Gryllus,Gryllus_campestris,Gryllus_rubens,Gryllus_campestris_Gryllus_rubens,No,sound,Chirp frequency,3.35,0.3,,3.18,0.9,,NA,NA,,NA,NA,,12,12,12,12,12,12,12,12,5,1,NA,5,204,260,NA,5
s16,Bentrey&Hoy_1972,table3,Gryllus_armatus_Gryllus_rubens,Gryllus,Gryllus_armatus,Gryllus_rubens,Gryllus_armatus_Gryllus_rubens,Yes,sound,Chirp length,3.0095,0.404548823,,3.02565,1.166868687,,NA,NA,,1.21E+02,98.88830152,,,,,,,,,,4,6,NA,5,1016,2275,NA,1027
s16,Bentrey&Hoy_1972,table3,Gryllus_campestris_Gryllus_rubens,Gryllus,Gryllus_campestris,Gryllus_rubens,Gryllus_campestris_Gryllus_rubens,Yes,sound,Chirp length,6.465,0.348245603,,16.135,11.55808267,,NA,NA,,1.21E+02,98.88830152,,,,,,,,,,4,1,NA,5,1007,206,NA,1027
s17,Magalhaes&Seehausen_2010,Fig2,Pundamilia_nyererei_Pundamilia_pundamilia,Pundamilia,Pundamilia_nyererei,Pundamilia_pundamilia,Pundamilia_nyererei_Pundamilia_pundamilia,Yes,morphology,% red cover of body,26.22727273,8.334930976,,6.875,6.019499564,,7.1,5.12249939,,2.45,1.657558445,,,,4,4,3,3,,,11,24,5,20,,,,
s18,Monti et al_2001,table1,Spodoptera_descoinsi_Spodoptera_latifascia,Spodoptera,Spodoptera_descoinsi,Spodoptera_latifascia,Spodoptera_descoinsi_Spodoptera_latifascia,Yes,morphology,clasper shape,977.93,56.86,,1097,42.52,,1080.83,66.62,,1117,70.47,,<15,<15,<15,<15,<15,<15,<15,<15,30,30,30,30,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_meanduration,0.035,0.012027746,,0.0345,0.00212132,,NA,NA,,0.038166667,0.011052903,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_peakfrequstart,88243.236,13841.18533,,74950,636.3961031,,NA,NA,,72556.187,12617.02807,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_peakamplstart,-29.507,2.941292346,,-28.3705,3.592809555,,NA,NA,,-36.48733333,8.124006836,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_minfreqstart,86607.43525,13818.44807,,73428.125,667.3320247,,NA,NA,,69262.55833,11355.77275,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_maxfrequstart,91795.0325,12995.6534,,77565.625,48.61359121,,NA,NA,,78189.151,12300.41085,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_bandwstart,5143.76625,2045.336982,,4068.75,662.9126074,,NA,NA,,8864.568833,4581.0818,,,,,,,,,,4,2,,6,,,,
